index,FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
1098060,2008-05-09,CMH,LGA,MQ,N686AE,4863,540,733,715,904,745,859,109,0,0,0,0,False,False,Z
1098061,2008-05-09,LGA,IAH,CO,N73276,633,550,547,830,841,556,835,0,0,0,0,0,False,False,Z
1098062,2008-05-09,GSP,LGA,OH,N818CA,5355,550,545,755,801,601,740,0,0,0,0,0,False,False,Z
1098063,2008-05-09,LGA,ATL,FL,N330AT,359,600,553,817,804,601,752,0,0,0,0,0,False,False,Z
1098064,2008-05-09,LGA,RDU,MQ,N737MW,4724,600,602,730,744,617,738,0,0,0,0,0,False,False,Z
1098065,2008-05-09,DCA,LGA,MQ,,4795,600,9999,710,9999,9999,9999,9999,9999,9999,9999,9999,True,False,A
1098066,2008-05-09,DSM,LGA,MQ,,4821,600,9999,935,9999,9999,9999,9999,9999,9999,9999,9999,True,False,A
1098067,2008-05-09,XNA,LGA,MQ,N708AE,4912,600,751,1005,1141,805,1138,0,0,96,0,0,False,False,Z
1098068,2008-05-09,LGA,DTW,NW,N339NW,541,600,557,756,744,611,736,0,0,0,0,0,False,False,Z
1098069,2008-05-09,FNT,LGA,9E,85889E,3753,600,555,755,754,607,744,0,0,0,0,0,False,False,Z
1098070,2008-05-09,LGA,ORD,AA,N478AA,301,600,555,720,709,605,700,0,0,0,0,0,False,False,Z
1098071,2008-05-09,ORD,LGA,AA,N293AA,398,600,552,905,853,612,849,0,0,0,0,0,False,False,Z
1098072,2008-05-09,STL,LGA,AA,N4WKAA,2028,600,556,925,922,612,911,0,0,0,0,0,False,False,Z
1098073,2008-05-09,LGA,MIA,AA,N3ATAA,2185,600,552,850,838,607,832,0,0,0,0,0,False,False,Z
1098074,2008-05-09,LGA,ATL,DL,N752AT,901,600,557,828,826,620,815,0,0,0,0,0,False,False,Z
1098075,2008-05-09,BOS,LGA,DL,N913DE,1905,600,558,708,712,618,707,0,0,0,0,0,False,False,Z
1098076,2008-05-09,LGA,BOS,DL,N912DE,1906,600,558,702,644,608,638,0,0,0,0,0,False,False,Z
1098077,2008-05-09,RIC,LGA,OH,N675BR,5268,600,600,719,720,627,715,0,0,0,0,0,False,False,Z
1098078,2008-05-09,LEX,LGA,OH,N917CA,5359,600,555,759,751,605,738,0,0,0,0,0,False,False,Z
1098079,2008-05-09,GSO,LGA,OH,N821CA,5555,600,555,740,730,603,724,0,0,0,0,0,False,False,Z
1098080,2008-05-09,LGA,DEN,UA,N527UA,399,600,601,812,823,626,818,0,0,0,0,0,False,False,Z
1098081,2008-05-09,LGA,ORD,UA,N849UA,667,600,559,721,716,613,707,0,0,0,0,0,False,False,Z
1098082,2008-05-09,ORD,LGA,UA,N511UA,668,600,558,903,849,610,846,0,0,0,0,0,False,False,Z
1098083,2008-05-09,BOS,LGA,US,N748UW,2115,600,554,712,728,629,723,0,0,16,0,0,False,False,Z
1098084,2008-05-09,DCA,LGA,US,N760US,2158,600,603,704,701,619,657,0,0,0,0,0,False,False,Z
1098085,2008-05-09,LGA,BOS,US,N769US,2114,600,555,701,708,609,641,0,0,0,0,0,False,False,Z
1098086,2008-05-09,LGA,DCA,US,N744P,2161,600,557,707,703,612,659,0,0,0,0,0,False,False,Z
1098087,2008-05-09,RDU,LGA,MQ,N725AE,4751,605,605,735,734,626,727,0,0,0,0,0,False,False,Z
1098088,2008-05-09,BOS,LGA,MQ,N715AE,4814,605,602,719,711,614,700,0,0,0,0,0,False,False,Z
1098089,2008-05-09,SDF,LGA,MQ,N735TS,4831,605,602,810,815,610,805,0,0,0,0,0,False,False,Z
1098090,2008-05-09,LGA,DFW,AA,N557AA,701,605,600,845,846,619,840,0,0,0,0,0,False,False,Z
1098091,2008-05-09,FLL,LGA,B6,N641JB,370,605,559,850,843,615,836,0,0,0,0,0,False,False,Z
1098092,2008-05-09,LGA,CVG,DL,N399DA,1225,605,601,813,807,622,803,0,0,0,0,0,False,False,Z
1098093,2008-05-09,CLE,LGA,MQ,N701MH,4886,610,607,740,732,625,730,0,0,0,0,0,False,False,Z
1098094,2008-05-09,TYS,LGA,OH,N815CA,5006,610,600,814,812,611,807,0,0,0,0,0,False,False,Z
1098095,2008-05-09,CHS,LGA,OH,N809CA,5376,610,610,815,810,629,804,0,0,0,0,0,False,False,Z
1098096,2008-05-09,SAV,LGA,OH,N811CA,5599,610,630,829,833,644,822,0,0,0,0,0,False,False,Z
1098097,2008-05-09,DTW,LGA,MQ,N739AE,4877,615,606,755,753,621,748,0,0,0,0,0,False,False,Z
1098098,2008-05-09,LGA,MSP,NW,N531US,365,615,612,811,801,633,756,0,0,0,0,0,False,False,Z
1098099,2008-05-09,DTW,LGA,NW,N520US,526,615,613,759,804,630,755,0,0,0,0,0,False,False,Z
1098100,2008-05-09,LGA,MSP,AA,N406AA,1017,615,607,805,757,624,754,0,0,0,0,0,False,False,Z
1098101,2008-05-09,LGA,FLL,B6,N632JB,371,615,722,859,1018,738,958,67,0,12,0,0,False,False,Z
1098102,2008-05-09,ATL,LGA,AA,N580AA,1142,620,658,830,903,714,858,33,0,0,0,0,False,False,Z
1098103,2008-05-09,CAK,LGA,FL,N945AT,201,625,620,750,741,630,734,0,0,0,0,0,False,False,Z
1098104,2008-05-09,LGA,CLE,CO,N37267,451,625,621,759,753,635,742,0,0,0,0,0,False,False,Z
1098105,2008-05-09,CMH,LGA,OH,N374CA,5680,625,620,808,810,632,800,0,0,0,0,0,False,False,Z
1098106,2008-05-09,LGA,MEM,NW,N318US,818,629,625,820,819,643,810,0,0,0,0,0,False,False,Z
1098107,2008-05-09,LGA,STL,AA,N287AA,1899,630,625,805,758,638,753,0,0,0,0,0,False,False,Z
1098108,2008-05-09,LGA,ATL,AA,N539AA,2377,630,625,850,847,636,834,0,0,0,0,0,False,False,Z
1098109,2008-05-09,LGA,IAH,CO,N17344,333,630,627,924,933,650,922,0,0,0,0,0,False,False,Z
1098110,2008-05-09,BOS,LGA,DL,N910DE,1907,630,627,741,756,643,750,0,0,15,0,0,False,False,Z
1098111,2008-05-09,LGA,BOS,DL,N916DE,1908,630,629,736,726,646,718,0,0,0,0,0,False,False,Z
1098112,2008-05-09,LGA,DCA,DL,N910DL,1941,630,629,736,740,647,732,0,0,0,0,0,False,False,Z
1098113,2008-05-09,BHM,LGA,OH,N973CA,5168,630,735,1008,1105,746,1055,0,57,0,0,0,False,False,Z
1098114,2008-05-09,IAH,LGA,CO,N16649,1032,632,716,1101,1219,751,1213,0,0,78,0,0,False,False,Z
1098115,2008-05-09,DFW,LGA,AA,N579AA,700,635,629,1100,1146,741,1140,0,0,46,0,0,False,False,Z
1098116,2008-05-09,MSP,LGA,AA,N471AA,1152,635,631,1015,1037,703,1021,0,0,22,0,0,False,False,Z
1098117,2008-05-09,LGA,CLT,US,N107US,985,635,628,826,810,645,806,0,0,0,0,0,False,False,Z
1098118,2008-05-09,ATL,LGA,DL,N644DL,902,640,707,856,928,733,917,27,0,5,0,0,False,False,Z
1098119,2008-05-09,JAX,LGA,OH,N653CA,5425,640,640,908,935,704,909,0,0,27,0,0,False,False,Z
1098120,2008-05-09,LGA,MKE,FL,N276AT,216,645,632,800,743,648,739,0,0,0,0,0,False,False,Z
1098121,2008-05-09,LGA,BOS,MQ,N849AE,4803,645,640,755,739,658,732,0,0,0,0,0,False,False,Z
1098122,2008-05-09,LGA,CLT,MQ,N718AE,4893,645,641,850,842,704,835,0,0,0,0,0,False,False,Z
1098123,2008-05-09,ORD,LGA,AA,N474AA,394,645,641,950,949,703,945,0,0,0,0,0,False,False,Z
1098124,2008-05-09,MIA,LGA,AA,,1114,645,9999,940,9999,9999,9999,9999,9999,9999,9999,9999,True,False,A
1098125,2008-05-09,LGA,XNA,MQ,N712AE,4834,650,642,915,859,659,856,0,0,0,0,0,False,False,Z
1098126,2008-05-09,DCA,LGA,DL,N911DE,1940,650,648,800,814,724,808,0,0,0,0,0,False,False,Z
1098127,2008-05-09,LGA,ORD,AA,N4XMAA,305,655,649,820,808,706,802,0,0,0,0,0,False,False,Z
1098128,2008-05-09,LGA,ATL,DL,N690DL,905,655,653,926,931,714,923,0,0,0,0,0,False,False,Z
1098129,2008-05-09,CLT,LGA,OH,N915CA,5098,655,652,900,842,714,832,0,0,0,0,0,False,False,Z
1098130,2008-05-09,LGA,CLT,OH,N625CA,5571,655,710,907,902,727,855,0,0,0,0,0,False,False,Z
1098131,2008-05-09,IAD,LGA,YV,N77331,7209,657,9999,815,9999,9999,9999,9999,9999,9999,9999,9999,True,False,C
1098132,2008-05-09,CLT,LGA,MQ,N844AE,4892,700,655,855,915,719,907,0,0,20,0,0,False,False,Z
1098133,2008-05-09,MSP,LGA,NW,N505US,774,700,742,1038,1140,804,1131,0,42,20,0,0,False,False,Z
1098134,2008-05-09,LGA,DFW,AA,N3CRAA,705,700,656,935,945,710,936,0,0,0,0,0,False,False,Z
1098135,2008-05-09,PBI,LGA,DL,N905DL,1842,700,659,949,936,711,929,0,0,0,0,0,False,False,Z
1098136,2008-05-09,LGA,PBI,OH,N676CA,5383,700,713,1002,1017,737,1012,13,0,2,0,0,False,False,Z
1098137,2008-05-09,RDU,LGA,OH,N806CA,5499,700,705,842,911,744,850,0,5,24,0,0,False,False,Z
1098138,2008-05-09,ORD,LGA,UA,N935UA,670,700,659,1011,1005,719,1001,0,0,0,0,0,False,False,Z
1098139,2008-05-09,BOS,LGA,US,N757UW,2117,700,659,808,823,728,817,0,0,15,0,0,False,False,Z
1098140,2008-05-09,DCA,LGA,US,N745VJ,2160,700,652,820,817,729,812,0,0,0,0,0,False,False,Z
1098141,2008-05-09,LGA,BOS,US,N766US,2116,700,737,810,833,755,826,23,0,0,0,0,False,False,Z
1098142,2008-05-09,LGA,DCA,US,N708UW,2163,700,656,811,823,708,756,0,0,0,0,0,False,False,Z
1098143,2008-05-09,PIT,LGA,US,N518AU,1288,700,656,824,830,718,825,0,0,0,0,0,False,False,Z
1098144,2008-05-09,LGA,ORD,UA,N571UA,669,702,652,830,828,724,818,0,0,0,0,0,False,False,Z
1098145,2008-05-09,RDU,LGA,MQ,N716AE,4727,705,702,845,847,736,840,0,0,0,0,0,False,False,Z
1098146,2008-05-09,BNA,LGA,AA,N512AA,1088,705,705,1015,1024,721,1015,0,0,0,0,0,False,False,Z
1098147,2008-05-09,LGA,TPA,DL,N926DL,1807,710,703,1007,1001,722,958,0,0,0,0,0,False,False,Z
1098148,2008-05-09,LGA,DCA,MQ,N715AE,4788,715,730,825,847,758,844,15,0,7,0,0,False,False,Z
1098149,2008-05-09,MCO,LGA,AA,N424AA,1368,720,801,955,1039,813,1024,0,0,44,0,0,False,False,Z
1098150,2008-05-09,LGA,IAH,CO,N69351,733,720,714,1013,1010,733,1002,0,0,0,0,0,False,False,Z
1098151,2008-05-09,MCO,LGA,DL,N376DA,1256,720,719,959,1004,739,955,0,0,0,0,0,False,False,Z
1098152,2008-05-09,LGA,FLL,DL,N922DL,1866,720,743,1019,1102,817,1054,23,0,20,0,0,False,False,Z
1098153,2008-05-09,MKE,LGA,FL,N295AT,508,725,726,1030,1051,751,1044,0,0,21,0,0,False,False,Z
1098154,2008-05-09,MEM,LGA,MQ,N730KW,4881,725,749,1105,1110,756,1106,0,0,0,0,0,False,False,Z
1098155,2008-05-09,TPA,LGA,DL,N923DL,1783,725,723,1014,1017,751,1010,0,0,0,0,0,False,False,Z
1098156,2008-05-09,DEN,LGA,UA,N850UA,400,728,822,1315,1354,839,1351,0,0,39,0,0,False,False,Z
1098157,2008-05-09,LGA,DTW,NW,N348NW,533,729,728,926,928,751,916,0,0,0,0,0,False,False,Z
1098158,2008-05-09,ORD,LGA,AA,N223AA,392,730,757,1035,1126,823,1114,0,0,51,0,0,False,False,Z
1098159,2008-05-09,LGA,MIA,AA,N613AA,2189,730,727,1025,1024,749,1016,0,0,0,0,0,False,False,Z
1098160,2008-05-09,LGA,MCO,B6,N633JB,393,730,735,1008,1051,828,1043,0,0,43,0,0,False,False,Z
1098161,2008-05-09,LGA,MCO,DL,N605DL,1863,730,731,1016,1015,756,1011,0,0,0,0,0,False,False,Z
1098162,2008-05-09,BOS,LGA,DL,N912DE,1909,730,728,841,849,750,844,0,0,0,0,0,False,False,Z
1098163,2008-05-09,LGA,BOS,DL,N913DE,1910,730,728,841,830,746,817,0,0,0,0,0,False,False,Z
1098164,2008-05-09,DCA,LGA,DL,N909DE,1942,730,729,846,909,819,905,0,0,23,0,0,False,False,Z
1098165,2008-05-09,LGA,DCA,DL,N914DE,1943,730,730,838,831,745,827,0,0,0,0,0,False,False,Z
1098166,2008-05-09,BOS,LGA,US,N763US,2197,730,723,840,848,744,834,0,0,0,0,0,False,False,Z
1098167,2008-05-09,MSN,LGA,9E,,2899,735,9999,1055,9999,9999,9999,9999,9999,9999,9999,9999,True,False,A
1098168,2008-05-09,LGA,RSW,DL,N967DL,1813,735,732,1051,1049,803,1046,0,0,0,0,0,False,False,Z
1098169,2008-05-09,CAE,LGA,EV,N683BR,4585,740,817,934,1000,826,950,0,0,26,0,0,False,False,Z
1098170,2008-05-09,LGA,DFW,AA,N444AA,707,740,735,1025,1029,753,1020,0,0,0,0,0,False,False,Z
1098171,2008-05-09,IAH,LGA,CO,N33266,332,740,845,1214,1318,910,1313,0,0,64,0,0,False,False,Z
1098172,2008-05-09,ATL,LGA,DL,N915DE,904,740,738,955,1009,808,957,0,0,0,0,0,False,False,Z
