FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
2014-11-23,LGA,DFW,AA,N3CAAA,1103,600,557,905,850,611,844,0,0,0,0,0,False,False,Z
2014-11-23,MIA,LGA,AA,N3AMAA,1084,600,558,855,904,634,859,0,0,0,0,0,False,False,Z
2014-11-23,LGA,MIA,AA,N3BEAA,1297,600,551,912,904,613,857,0,0,0,0,0,False,False,Z
2014-11-23,MCO,LGA,B6,N579JB,198,600,558,827,815,611,809,0,0,0,0,0,False,False,Z
2014-11-23,FLL,LGA,B6,N629JB,272,600,550,843,814,559,811,0,0,0,0,0,False,False,Z
2014-11-23,LGA,FLL,B6,N618JB,371,600,550,856,854,609,846,0,0,0,0,0,False,False,Z
2014-11-23,LGA,PHL,US,N953UW,1739,600,558,658,648,610,645,0,0,0,0,0,False,False,Z
2014-11-23,GSO,LGA,MQ,N815MQ,3594,600,555,735,707,600,700,0,0,0,0,0,False,False,Z
2014-11-23,BNA,LGA,MQ,N542MQ,3667,610,604,920,906,623,855,0,0,0,0,0,False,False,Z
2014-11-23,PBI,LGA,B6,N510JB,762,615,605,856,837,614,827,0,0,0,0,0,False,False,Z
2014-11-23,CLE,LGA,F9,N216FR,1146,615,608,755,724,617,714,0,0,0,0,0,False,False,Z
2014-11-23,LGA,ORD,UA,N18223,1584,624,624,800,742,633,740,0,0,0,0,0,False,False,Z
2014-11-23,LGA,IAH,UA,N14228,1454,628,626,924,909,637,901,0,0,0,0,0,False,False,Z
2014-11-23,LGA,ORD,AA,N3KYAA,307,630,619,810,756,639,747,0,0,0,0,0,False,False,Z
2014-11-23,LGA,MCO,B6,N529JB,1099,630,621,918,903,635,900,0,0,0,0,0,False,False,Z
2014-11-23,SDF,LGA,MQ,N840MQ,3006,630,620,850,812,635,803,0,0,0,0,0,False,False,Z
2014-11-23,ORD,LGA,AA,N3BDAA,394,635,638,935,926,652,921,0,0,0,0,0,False,False,Z
2014-11-23,CHO,LGA,EV,N707EV,4998,635,633,755,739,647,734,0,0,0,0,0,False,False,Z
2014-11-23,MKE,LGA,WN,N231WN,786,645,640,955,935,652,931,0,0,0,0,0,False,False,Z
2014-11-23,LIT,LGA,MQ,N5PBMQ,3390,645,653,1010,1021,705,1016,0,0,0,0,0,False,False,Z
2014-11-23,MCO,LGA,DL,N987DL,2276,654,649,930,859,657,851,0,0,0,0,0,False,False,Z
2014-11-23,LGA,MIA,AA,N3EAAA,2451,700,649,1017,1000,704,947,0,0,0,0,0,False,False,Z
2014-11-23,LGA,ATL,DL,N6710E,904,700,654,936,940,709,926,0,0,0,0,0,False,False,Z
