date,hsc_ceiling_height
2018-05-20,328.38876237217534
2018-05-21,8848.461389587768
2018-05-22,574.0519108875345
2018-05-23,869.2948043809307
2018-05-24,10000.0
2018-05-25,9165.079683271524
2018-05-26,5628.816281057249
2018-05-27,448.0514183058141
2018-05-28,539.4739798564298
2018-05-29,1279.4193044520464
2018-05-30,259.2792572576524
2018-05-31,171.74442133422284
2018-06-01,179.87440491355756
2018-06-02,2162.337928973243
2018-06-03,1008.7690439776215
2018-06-04,674.6095393586364
2018-06-05,4483.991150981812
2018-06-06,2315.8124558781983
2018-06-07,3125.383769338911
2018-06-08,5102.766071885922
2018-06-09,6267.945845826877
2018-06-10,2992.9991794810103
2018-06-11,5443.523532727653
2018-06-12,9057.05229793978
2018-06-13,738.4075952299056
2018-06-14,7586.395152044548
2018-06-15,3465.6288340724527
2018-06-16,9171.737997533866
2018-06-17,8552.988494995792
2018-06-18,7304.68125898706
2018-06-19,5042.0707409807355
2018-06-20,3668.3695171493455
2018-06-21,941.191040917084
2018-06-22,1300.0893055400093
2018-06-23,323.3975534072425
2018-06-24,663.8107553864924
2018-06-25,4798.999778787797
2018-06-26,9165.079683271524
2018-06-27,1670.7321003873462
2018-06-28,643.0961028242402
2018-06-29,9505.197505197504
2018-06-30,9871.531901111952
2018-07-01,9165.079683271524
2018-07-02,10000.0
2018-07-03,7050.356542566035
2018-07-04,2534.3412631786364
2018-07-05,2129.820694957224
2018-07-06,1324.5951605230546
2018-07-07,10000.0
2018-07-08,10000.0
2018-07-09,10000.0
2018-07-10,9499.27280282568
2018-07-11,4620.236101373591
2018-07-12,3150.4328017053963
2018-07-13,9624.250078939058
2018-07-14,5134.761322129539
2018-07-15,3989.1294913790907
2018-07-16,9505.197505197504
2018-07-17,2056.0037839432066
2018-07-18,6296.776423432236
2018-07-19,10000.0
2018-07-20,7300.793101612817
2018-07-21,1137.0089665246603
2018-07-22,406.2477882981069
2018-07-23,604.100721011308
2018-07-24,780.157520021266
2018-07-25,373.81488468486003
2018-07-26,1431.2113555430924
2018-07-27,4766.428741789168
2018-07-28,3924.911277622094
2018-07-29,5657.889125331297
2018-07-30,6605.470099023634
2018-07-31,3630.999214818918
2018-08-01,696.7552526416215
2018-08-02,1813.1166181223196
2018-08-03,1660.2770432397524
2018-08-04,1140.9458347821305
2018-08-05,10000.0
2018-08-06,6201.526764433581
2018-08-07,5800.877867104775
2018-08-08,8162.0225587687555
2018-08-09,6311.696625375011
2018-08-10,4348.027346624183
2018-08-11,935.6533011994
2018-08-12,393.7072487079574
2018-08-13,306.769899127343
2018-08-14,2685.065883558942
2018-08-15,6383.174013593186
2018-08-16,9389.054317691754
2018-08-17,3447.254080187877
2018-08-18,2221.671472005395
2018-08-19,749.5282838069526
2018-08-20,985.5631577314406
2018-08-21,1307.4497676017177
2018-08-22,891.4293090566084
2018-08-23,5433.739228534229
2018-08-24,10000.0
2018-08-25,5001.1606824752935
2018-08-26,3599.170577340939
2018-08-27,6504.05200349411
2018-08-28,8951.541850220265
2018-08-29,10000.0
2018-08-30,6542.176432710882
2018-08-31,1134.0303580115192
2018-09-01,2602.490635613643
2018-09-02,2124.1411028762577
2018-09-03,1547.6118768157166
2018-09-04,7485.878018829308
2018-09-05,10000.0
2018-09-06,4208.277430896801
2018-09-07,515.3035433207868
2018-09-08,2151.521739410784
2018-09-09,1577.4371261477183
2018-09-10,310.1273314951838
2018-09-11,169.01679004562078
2018-09-12,116.97354851618805
2018-09-13,275.12027671579546
2018-09-14,547.5621851441748
2018-09-15,1072.9567329864649
2018-09-16,9624.250078939058
2018-09-17,1017.6482070125079
2018-09-18,679.1074181889707
2018-09-19,1665.2558562023523
2018-09-20,1027.5066483537075
2018-09-21,950.7645662281462
2018-09-22,3320.774163849473
2018-09-23,1071.1917372658284
2018-09-24,1424.1344064024643
2018-09-25,399.428146425954
2018-09-26,411.70690031726315
2018-09-27,2180.0819746274715
2018-09-28,391.62489546683514
2018-09-29,7052.777152012269
2018-09-30,9505.197505197504
2018-10-01,1611.80223640347
2018-10-02,642.6255664714558
2018-10-03,7487.782110615904
2018-10-04,3216.689405852269
2018-10-05,1579.0907397095373
2018-10-06,501.6511425194483
2018-10-07,584.3115371343964
2018-10-08,192.02189567576386
2018-10-09,623.2139881201925
2018-10-10,1131.8280940415207
2018-10-11,411.04040980316483
2018-10-12,2560.035775541074
2018-10-13,1922.4399855034649
2018-10-14,5739.844405129109
2018-10-15,726.8862113865861
2018-10-16,6416.944691354867
2018-10-17,5594.6184607261
2018-10-18,8855.525622786572
2018-10-19,7666.32099137662
2018-10-20,2104.02620651824
2018-10-21,2890.6612629470583
2018-10-22,4895.385024865198
2018-10-23,3974.9884637290065
2018-10-24,3370.288965979712
2018-10-25,9165.079683271524
2018-10-26,2521.478118750859
2018-10-27,287.11262873765776
2018-10-28,529.4647481631928
2018-10-29,1535.1513293940598
2018-10-30,10000.0
2018-10-31,5041.5460881266845
2018-11-01,5016.0139597971865
2018-11-02,333.73866419104587
2018-11-03,1290.9712820336567
2018-11-04,9624.250078939058
2018-11-05,433.3444040733856
2018-11-06,227.8668001856574
2018-11-07,6444.346259075457
2018-11-08,8655.489315195056
2018-11-09,793.5573025757755
2018-11-10,1093.400854846673
2018-11-11,10000.0
2018-11-12,4276.522436224421
2018-11-13,234.36458009517534
2018-11-14,5157.640094907571
2018-11-15,333.8619589787252
2018-11-16,642.940441227663
2018-11-17,1680.0089645923317
2018-11-18,1636.4178137829051
2018-11-19,1694.2110713953052
2018-11-20,638.3091711633236
2018-11-21,2896.9931860250144
2018-11-22,10000.0
2018-11-23,9505.197505197504
2018-11-24,565.2992653019032
2018-11-25,1175.0573542689708
2018-11-26,520.7895508807899
2018-11-27,830.9753265736276
2018-11-28,1618.5693126978153
2018-11-29,2400.9064507104717
2018-11-30,1258.4266894180926
2018-12-01,1833.9788556589547
2018-12-02,133.804048185213
2018-12-03,803.4186626585797
2018-12-04,6372.713401040087
2018-12-05,7670.384774807973
2018-12-06,5681.737267365968
2018-12-07,7287.094525050632
2018-12-08,4781.53270580562
2018-12-09,8076.577543893515
2018-12-10,9606.761693288447
2018-12-11,4869.763839870082
2018-12-12,2710.130787274824
2018-12-13,538.9045664165005
2018-12-14,465.3087814698654
2018-12-15,230.33425971667185
2018-12-16,361.1649709394923
2018-12-17,1060.2077209326137
2018-12-18,6062.010098362638
2018-12-19,9044.769573172238
2018-12-20,579.6317740219473
2018-12-21,180.10783658108633
2018-12-22,1123.8837373964423
2018-12-23,3355.5984077505505
2018-12-24,731.5162225534862
2018-12-25,3893.7742811786743
2018-12-26,2664.928213309609
2018-12-27,2354.033464843488
2018-12-28,230.24945356152102
2018-12-29,1989.3085882034748
2018-12-30,1457.4605410104884
2018-12-31,647.3148072655648
2019-01-01,592.1972856659688
2019-01-02,3468.3310662937793
2019-01-03,1576.7755056626265
2019-01-04,5596.324395769338
2019-01-05,195.24898990889383
2019-01-06,2578.452555307909
2019-01-07,5756.740278872628
2019-01-08,199.31129748279307
2019-01-09,2712.872101294658
2019-01-10,2287.85657864805
2019-01-11,10000.0
2019-01-12,3508.054687497643
2019-01-13,3124.7273137368766
2019-01-14,2121.884708753477
2019-01-15,8951.541850220265
2019-01-16,1934.2509038093822
2019-01-17,4969.212714373742
2019-01-18,358.77719874150057
2019-01-19,843.5636443084859
2019-01-20,270.43171461785454
2019-01-21,3718.6102892070135
2019-01-22,8785.424711420426
2019-01-23,1841.447893247005
2019-01-24,330.06265075004455
2019-01-25,2419.8571199506723
2019-01-26,5712.586317628616
2019-01-27,3505.7010986617065
2019-01-28,8125.097682653729
2019-01-29,874.5843104361022
2019-01-30,2451.3701543104476
2019-01-31,10000.0
2019-02-01,5552.511585779696
2019-02-02,6729.32511433261
2019-02-03,9275.715155203896
2019-02-04,10000.0
2019-02-05,5408.947024558473
2019-02-06,686.0762127143331
2019-02-07,161.2876277730964
2019-02-08,666.1341668081686
2019-02-09,10000.0
2019-02-10,5672.75611029313
2019-02-11,1682.63671389552
2019-02-12,357.42093150891145
2019-02-13,537.0180135386959
2019-02-14,3333.5267584220915
2019-02-15,3839.816597317033
2019-02-16,7905.392712767379
2019-02-17,3003.9223478549798
2019-02-18,300.65287073304245
2019-02-19,8333.554133277446
2019-02-20,341.12562474328104
2019-02-21,463.6696849470474
2019-02-22,6989.3907084684315
2019-02-23,3101.364006097052
2019-02-24,169.393419410702
2019-02-25,4348.560470174746
2019-02-26,8201.225821295757
2019-02-27,1460.214578279865
2019-02-28,852.5742109144286
2019-03-01,549.3446737480813
2019-03-02,451.09544394542576
2019-03-03,278.399637900065
2019-03-04,603.4151837090589
2019-03-05,5742.72531477363
2019-03-06,4721.39356183069
2019-03-07,4264.217253068824
2019-03-08,4971.057014729211
2019-03-09,3739.9497139449977
2019-03-10,167.4278998616622
2019-03-11,7363.809843011228
2019-03-12,3833.377325750615
2019-03-13,5232.278756728115
2019-03-14,4512.127523629554
2019-03-15,3340.6103099659836
2019-03-16,3553.6943060421654
2019-03-17,6194.484760522497
2019-03-18,5468.497331847823
2019-03-19,6652.060727770039
2019-03-20,6706.47924973632
2019-03-21,647.650253195211
2019-03-22,457.36964087882086
2019-03-23,3932.758252739772
2019-03-24,6960.513121123445
2019-03-25,2267.722403586318
2019-03-26,10000.0
2019-03-27,8892.218671470308
2019-03-28,6145.794042586171
2019-03-29,2867.9357553409327
2019-03-30,4756.221646363379
2019-03-31,2332.0158035630147
2019-04-01,8005.772946297632
2019-04-02,3809.2431817902752
2019-04-03,3286.1843262303773
2019-04-04,8747.727924997609
2019-04-05,650.5637442244797
2019-04-06,360.1551071336696
2019-04-07,5528.07687634755
2019-04-08,366.0533936188995
2019-04-09,118.68320504732696
2019-04-10,8095.533483107879
2019-04-11,2183.222491504944
2019-04-12,919.062956398519
2019-04-13,987.1469664668489
2019-04-14,128.59169645086467
2019-04-15,477.7742732364391
2019-04-16,5112.206782087929
2019-04-17,2424.462460644844
2019-04-18,1089.9105030312048
2019-04-19,724.350405066191
2019-04-20,264.0110671016513
2019-04-21,2148.5850289740674
2019-04-22,1713.9874766703383
2019-04-23,4754.848509712733
2019-04-24,8164.247654218659
2019-04-25,3899.0925957523314
2019-04-26,275.13162817168546
2019-04-27,3302.4410338393254
2019-04-28,1956.429905141874
2019-04-29,3234.781142331404
2019-04-30,331.9388921398097
2019-05-01,269.6644399639524
2019-05-02,264.30679364022944
2019-05-03,162.6599089818113
2019-05-04,423.78459530217054
2019-05-05,163.25894303018111
2019-05-06,2178.7161293888144
2019-05-07,1687.774891805545
2019-05-08,3412.4509122842246
2019-05-09,1533.5517578843744
2019-05-10,568.5147289489964
2019-05-11,2792.065163665248
2019-05-12,348.64267438977805
2019-05-13,345.92539364910886
2019-05-14,431.7788341279705
2019-05-15,2779.451147925752
2019-05-16,5308.837547248486
2019-05-17,3706.4156407282826
2019-05-18,8366.730716442493
2019-05-19,3658.2251151591267
2019-05-20,5169.861896471145
2019-05-21,7535.248591281635
2019-05-22,7024.660880628127
2019-05-23,3411.403404948434
2019-05-24,7781.949045804666
2019-05-25,3607.541982823555
2019-05-26,1596.401812932194
2019-05-27,8889.176928062216
2019-05-28,1822.9198697764516
2019-05-29,323.61890365284364
2019-05-30,172.72185795771554
2019-05-31,3014.0449763604292
2019-06-01,5820.368453425926
2019-06-02,1076.5105872108984
2019-06-03,7279.605379385512
2019-06-04,7845.488814003047
2019-06-05,3081.6606397507426
2019-06-06,1939.2567466783014
2019-06-07,7457.184798564672
2019-06-08,7853.64596753414
2019-06-09,8366.730716442493
2019-06-10,147.4341569635298
2019-06-11,452.3569648646129
2019-06-12,7830.3816642410475
2019-06-13,936.3030433731826
2019-06-14,2704.325762170041
2019-06-15,5780.2438201041305
2019-06-16,2871.562218274558
2019-06-17,1073.3610510506892
2019-06-18,188.60355208259745
2019-06-19,168.85496874388502
2019-06-20,128.13337195700296
2019-06-21,1244.2775874156714
2019-06-22,5947.8226029878815
2019-06-23,9871.531901111952
2019-06-24,7052.693657655191
2019-06-25,511.7664351004686
2019-06-26,4461.982170949135
2019-06-27,9871.531901111952
2019-06-28,8591.293454431569
2019-06-29,6190.321889682504
2019-06-30,5231.402817817357
2019-07-01,9505.197505197504
2019-07-02,5249.683141480199
2019-07-03,3901.4892291303945
2019-07-04,9165.079683271524
2019-07-05,574.9394562727277
2019-07-06,1332.4148845275552
2019-07-07,3864.7510372760435
2019-07-08,3636.3405602483326
2019-07-09,9624.250078939058
2019-07-10,5885.226946257404
2019-07-11,945.7233650707014
2019-07-12,1742.2636323888473
2019-07-13,10000.0
2019-07-14,9746.322745683223
2019-07-15,8649.262202043132
2019-07-16,8425.150984834183
2019-07-17,2028.3008337914898
2019-07-18,299.19721721549047
2019-07-19,750.5977555718626
2019-07-20,8179.622506485374
2019-07-21,8536.021213479673
2019-07-22,2170.0654390191244
2019-07-23,560.6770804355912
2019-07-24,4711.760668026287
2019-07-25,7164.6436391138095
2019-07-26,10000.0
2019-07-27,5562.283456576943
2019-07-28,8603.696338749058
2019-07-29,5940.562900811595
2019-07-30,10000.0
2019-07-31,3951.0863383744045
2019-08-01,5972.100142211815
2019-08-02,6762.631297745786
2019-08-03,5286.436365477716
2019-08-04,5121.988125650068
2019-08-05,7934.744880249913
2019-08-06,875.7040831316257
2019-08-07,1840.3692892285644
2019-08-08,3422.3629575133873
2019-08-09,6002.40141057239
2019-08-10,7141.492487438073
2019-08-11,8191.881328078437
2019-08-12,9057.05229793978
2019-08-13,2026.0240640661957
2019-08-14,489.9308890843229
2019-08-15,2057.4044739828496
2019-08-16,1200.6787130883795
2019-08-17,380.8526676986329
2019-08-18,533.9615072414165
2019-08-19,6859.924287737517
2019-08-20,8848.461389587768
2019-08-21,2587.3524693134245
2019-08-22,4616.966339766354
2019-08-23,3883.942678377186
2019-08-24,4221.474096105994
2019-08-25,5018.080700032905
2019-08-26,1676.4922951574652
2019-08-27,6274.449565336249
2019-08-28,440.9426863081306
2019-08-29,8278.133051828307
2019-08-30,8668.63003960597
2019-08-31,8188.4122862004115
2019-09-01,5963.638066332218
2019-09-02,2372.0137647163406
2019-09-03,10000.0
2019-09-04,1524.2458829039158
2019-09-05,6647.446317533073
2019-09-06,874.0852068030383
2019-09-07,2811.215439590307
2019-09-08,3857.833166247113
2019-09-09,3161.0125316516883
2019-09-10,2144.980862140415
2019-09-11,3333.583516115604
2019-09-12,803.1694382585852
2019-09-13,2031.645117312661
2019-09-14,1419.2180942984357
2019-09-15,3416.664739999311
2019-09-16,2390.408710479924
2019-09-17,6272.321682184569
2019-09-18,3213.5260032988153
2019-09-19,10000.0
2019-09-20,8747.727924997609
2019-09-21,9505.197505197504
2019-09-22,9505.197505197504
2019-09-23,5106.30042839793
2019-09-24,3798.7714559299984
2019-09-25,10000.0
2019-09-26,5556.65316246522
2019-09-27,9624.250078939058
2019-09-28,5985.37233568109
2019-09-29,8540.895785629471
2019-09-30,1597.5880211910073
2019-10-01,1604.2554691026837
2019-10-02,2410.5797453954115
2019-10-03,235.36119888025308
2019-10-04,963.2475859734632
2019-10-05,4135.67540171146
2019-10-06,1474.712769987493
2019-10-07,1351.6171031743988
2019-10-08,2866.657427294406
2019-10-09,1016.4739622287002
2019-10-10,3307.421345291034
2019-10-11,1717.8449698791637
2019-10-12,1293.955744043555
2019-10-13,3634.890153712897
2019-10-14,1724.621914752691
2019-10-15,10000.0
2019-10-16,762.9824636920105
2019-10-17,1419.845427114946
2019-10-18,3342.1999759683376
2019-10-19,9389.054317691754
2019-10-20,933.8153214167631
2019-10-21,3495.1698037741726
2019-10-22,267.6820671930453
2019-10-23,2515.168951440266
2019-10-24,10000.0
2019-10-25,7776.573006828677
2019-10-26,5617.451345462835
2019-10-27,441.23702659117475
2019-10-28,1389.0195548210347
2019-10-29,198.3487964561111
2019-10-30,115.41864856957208
2019-10-31,297.9438356107037
2019-11-01,5044.786625212113
2019-11-02,3357.249825608751
2019-11-03,5530.062588242486
2019-11-04,8858.559927638305
2019-11-05,2257.6271212870697
2019-11-06,10000.0
2019-11-07,1566.0390117837692
2019-11-08,7145.086255272161
2019-11-09,8747.727924997609
2019-11-10,3478.0864561820395
2019-11-11,5957.297109748866
2019-11-12,2428.029228327593
2019-11-13,9871.531901111952
2019-11-14,5164.480269050167
2019-11-15,8613.811890980709
2019-11-16,10000.0
2019-11-17,1309.5883932174438
2019-11-18,274.9211990244915
2019-11-19,593.2013407846413
2019-11-20,1636.410094938565
2019-11-21,7377.395258872971
2019-11-22,2325.090753898242
2019-11-23,4706.986649985866
2019-11-24,299.3773413030748
2019-11-25,8738.607598317412
2019-11-26,9278.47566601946
2019-11-27,1423.9184061661472
2019-11-28,2599.5138732487094
2019-11-29,5773.190413100129
2019-11-30,7456.982086063012
2019-12-01,435.49875224927433
2019-12-02,306.5123716694609
2019-12-03,2542.3054682701304
2019-12-04,1672.6943419154215
2019-12-05,2338.9566139643375
2019-12-06,3175.3305364065454
2019-12-07,8817.829379842085
2019-12-08,5452.199226665287
2019-12-09,181.94965043310535
2019-12-10,1086.299680781862
2019-12-11,464.0587508745813
2019-12-12,9871.531901111952
2019-12-13,240.06207882586097
2019-12-14,144.9065605600077
2019-12-15,3054.972196347088
2019-12-16,1907.1337804927598
2019-12-17,326.28859946049516
2019-12-18,1439.8784771930207
2019-12-19,6831.954120504553
2019-12-20,6137.155856420202
2019-12-21,3370.110706040882
2019-12-22,10000.0
2019-12-23,9746.322745683223
2019-12-24,9165.079683271524
2019-12-25,8353.510741513008
2019-12-26,268.0904046843402
2019-12-27,1340.495630569047
2019-12-28,4540.601466704314
2019-12-29,583.8970699075193
2019-12-30,208.5025902114291
2019-12-31,578.0827999167968
