date,departure_delay_relu
2018-01-01,0.4127513227513227
2018-01-02,0.3293162393162393
2018-01-03,0.18137755102040815
2018-01-04,0.066538789428815
2018-01-05,0.3421142369991475
2018-01-06,0.48613387978142075
2018-01-07,0.3423229912490055
2018-01-08,0.47216796875
2018-01-09,0.2869521912350598
2018-01-10,0.1626984126984127
2018-01-11,0.14105297157622737
2018-01-12,0.7139909735654416
2018-01-13,0.32170212765957445
2018-01-14,0.07126984126984123
2018-01-15,0.3468937875751502
2018-01-16,0.20620849933598936
2018-01-17,0.5486441798941798
2018-01-18,0.23853359173126612
2018-01-19,0.12353320438426822
2018-01-20,0.08931972789115646
2018-01-21,0.11162698412698407
2018-01-22,0.08976098191214471
2018-01-23,0.5719787516600265
2018-01-24,0.10671296296296295
2018-01-25,0.13171834625322995
2018-01-26,0.05544809800128942
2018-01-27,0.04802721088435372
2018-01-28,0.06507936507936508
2018-01-29,0.20394822006472488
2018-01-30,0.49292828685258955
2018-01-31,0.0947089947089947
2018-02-01,0.07955426356589143
2018-02-02,0.8173436492585429
2018-02-03,0.061581920903954826
2018-02-04,0.2810937499999999
2018-02-05,0.2286357786357786
2018-02-06,0.11082337317397074
2018-02-07,0.5452050264550264
2018-02-08,0.19189276485788112
2018-02-09,0.22076079948420374
2018-02-10,0.059251700680272135
2018-02-11,0.6560859188544153
2018-02-12,0.23223514211886304
2018-02-13,0.07177954847277557
2018-02-14,0.05659259259259256
2018-02-15,0.24903100775193793
2018-02-16,0.34593730006397944
2018-02-17,0.15500658761528321
2018-02-18,0.17981150793650788
2018-02-19,0.14137820512820512
2018-02-20,0.17513123359580052
2018-02-21,0.1368696791093648
2018-02-22,0.4570697376839411
2018-02-23,0.2728726807421624
2018-02-24,0.12213930348258707
2018-02-25,0.221395881006865
2018-02-26,0.11599488163787589
2018-02-27,0.06692913385826771
2018-02-28,0.07757039947609688
2018-03-01,0.12159309021113245
2018-03-02,0.061519146264908973
2018-03-03,0.3541044776119402
2018-03-04,0.18751902587519023
2018-03-05,0.3821698113207546
2018-03-06,0.11862934362934364
2018-03-07,0.19770114942528735
2018-03-08,0.25352201257861634
2018-03-09,0.1808443604284814
2018-03-10,0.08043735224586293
2018-03-11,0.1806978470675575
2018-03-12,0.1672022684310018
2018-03-13,0.2212676962676963
2018-03-14,0.19763275751759435
2018-03-15,0.11969124133585378
2018-03-16,0.3713295526149968
2018-03-17,0.06761565836298931
2018-03-18,0.0732142857142857
2018-03-19,0.1342785129174543
2018-03-20,0.21206563706563702
2018-03-21,0.009948816378758791
2018-03-22,0.554820415879017
2018-03-23,0.3704158790170132
2018-03-24,0.07870699881376043
2018-03-25,0.12998511904761897
2018-03-26,0.17649653434152485
2018-03-27,0.1184041184041184
2018-03-28,0.16666666666666663
2018-03-29,0.22044738500315056
2018-03-30,0.26461538461538453
2018-03-31,0.1408273381294964
2018-04-01,0.08262490678598063
2018-04-02,1.290955091714105
2018-04-03,0.23695368558382252
2018-04-04,0.9004461440407904
2018-04-05,0.20938878386893506
2018-04-06,0.19760101010101006
2018-04-07,0.05406360424028265
2018-04-08,0.08734984984984982
2018-04-09,0.166351606805293
2018-04-10,0.08939102564102562
2018-04-11,0.09542546385156749
2018-04-12,0.08241965973534969
2018-04-13,0.08778409090909088
2018-04-14,0.07978339350180509
2018-04-15,0.44765684051398336
2018-04-16,0.9865845959595959
2018-04-17,0.15435897435897436
2018-04-18,0.13477011494252872
2018-04-19,0.3526465028355387
2018-04-20,0.14087752525252523
2018-04-21,0.10603345280764637
2018-04-22,0.09775784753363229
2018-04-23,0.07983616887208565
2018-04-24,0.09185897435897435
2018-04-25,0.7776819923371647
2018-04-26,0.1412413358538122
2018-04-27,0.4757575757575757
2018-04-28,0.14504181600955798
2018-04-29,0.08355855855855858
2018-04-30,0.1679269061121613
2018-05-01,0.04863231552162848
2018-05-02,0.11902035623409668
2018-05-03,0.4799621928166351
2018-05-04,0.18130158730158727
2018-05-05,0.06927639383155396
2018-05-06,0.09665915915915921
2018-05-07,0.09864524259609327
2018-05-08,0.06463104325699744
2018-05-09,0.1847328244274809
2018-05-10,0.4509136735979836
2018-05-11,0.2431316950220542
2018-05-12,0.12928743961352657
2018-05-13,0.1483091787439613
2018-05-14,0.38408947700063006
2018-05-15,0.6431297709923665
2018-05-16,0.5861959287531806
2018-05-17,0.4234404536862003
2018-05-18,0.15844360428481408
2018-05-19,0.12351190476190477
2018-05-20,0.14736048265460028
2018-05-21,0.15192186515437933
2018-05-22,0.2186068702290076
2018-05-23,0.12445928753180659
2018-05-24,0.10204788909892878
2018-05-25,0.13232131562302338
2018-05-26,0.10368289637952559
2018-05-27,0.21144366197183098
2018-05-28,0.09559605163249811
2018-05-29,0.1221374045801527
2018-05-30,0.21994274809160305
2018-05-31,0.2803717706364209
2018-06-01,0.6705734089477
2018-06-02,0.18577380952380956
2018-06-03,0.1923280423280423
2018-06-04,0.22438563327032138
2018-06-05,0.06749363867684477
2018-06-06,0.10683842239185747
2018-06-07,0.08669177652228495
2018-06-08,0.2240568954854669
2018-06-09,0.2762939958592132
2018-06-10,0.23329662261380324
2018-06-11,0.2025974025974026
2018-06-12,0.11614002478314744
2018-06-13,0.11325898389095411
2018-06-14,0.13624535315985126
2018-06-15,0.25454545454545446
2018-06-16,0.14914141414141416
2018-06-17,0.09761904761904759
2018-06-18,0.2480828695114409
2018-06-19,0.4953221809169764
2018-06-20,0.20670391061452517
2018-06-21,0.2727581941867656
2018-06-22,0.2775107825015403
2018-06-23,0.14287148594377508
2018-06-24,0.5755822416302766
2018-06-25,0.3679344465058751
2018-06-26,0.29275092936802977
2018-06-27,0.14252017380508994
2018-06-28,0.9205627705627705
2018-06-29,0.28003696857670973
2018-06-30,0.1317204301075269
2018-07-01,0.19769965277777776
2018-07-02,0.39213075060532687
2018-07-03,0.331159420289855
2018-07-04,0.16590476190476192
2018-07-05,0.16433021806853582
2018-07-06,0.23074581430745814
2018-07-07,0.07589285714285718
2018-07-08,0.12463924963924959
2018-07-09,0.12133210558624923
2018-07-10,0.09956869993838569
2018-07-11,0.10502156500308071
2018-07-12,0.179158993247391
2018-07-13,0.07725885225885225
2018-07-14,0.1048694779116466
2018-07-15,0.8616161616161616
2018-07-16,0.4383977900552486
2018-07-17,0.7898952556993222
2018-07-18,0.27085643869377696
2018-07-19,0.1780442804428044
2018-07-20,0.3549145299145299
2018-07-21,0.09302208835341365
2018-07-22,0.4497113997113996
2018-07-23,0.9362492326580725
2018-07-24,0.8092421441774491
2018-07-25,0.4357979051139864
2018-07-26,0.23766114180478817
2018-07-27,0.6268009768009768
2018-07-28,0.3573795180722891
2018-07-29,0.16089466089466084
2018-07-30,0.264610190300798
2018-07-31,0.20850277264325323
