,id,iata,icao,description
2096,12255,HYS,KHYS,"Hays, KS: Hays Regional"
2097,12257,HZH,ZUNP,"Liping City, China: Liping"
2098,12258,HZK,BIHU,"Husavik, Iceland: Husavik Airport"
2099,12259,HZL,KHZL,"Hazleton, PA: Hazleton Regional"
2103,12263,IAB,KIAB,"Wichita, KS: McConnell AFB"
2104,12264,IAD,KIAD,"Washington, DC: Washington Dulles International"
2105,12265,IAG,KIAG,"Niagara Falls, NY: Niagara Falls International"
2106,12266,IAH,KIAH,"Houston, TX: George Bush Intercontinental/Houston"
2107,12267,IAM,DAUZ,"In Amenas, Algeria: In Amenas Airport"
2108,12268,IAN,PAIK,"Kiana, AK: Bob Baker Memorial"
2109,12269,IAR,UUDL,"Yaroslavl, Russia: Yaroslavl Airport"
2110,12270,IAS,LRIA,"Iasi, Romania: Iasi International"
2111,12271,IBA,DNIB,"Ibadan, Nigeria: Ibadan Airport"
2112,12272,IBE,SKIB,"Ibague, Colombia: Perales"
2113,12273,ITI,SNYH,"Itambacuri, Brazil: Itambacuri Airport"
2114,12274,IBZ,LEIB,"Ibiza, Spain: Ibiza Airport"
2115,12275,ICI,NFCI,"Cicia, Fiji: Cicia Airport"
2116,12276,ICK,SMNI,"Nieuw Nickerie, Suriname: Nieuw"
2117,12277,ICN,RKSI,"Seoul, South Korea: Incheon International"
2118,12278,ICT,KICT,"Wichita, KS: Wichita Dwight D Eisenhower National"
2119,12279,ICY,19AK,"Icy Bay, AK: Icy Bay Airport"
2120,12280,IDA,KIDA,"Idaho Falls, ID: Idaho Falls Regional"
2121,12282,IDO,SWIY,"Santa Isabel Do Morro, Brazil: Santa Isabel Do Morro Airport"
2122,12283,IDP,KIDP,"Independence, KS: Independence Municipal"
2124,12286,IEG,EPZG,"Zielona Gora, Poland: Babimost"
2125,12288,IFJ,BIIS,"Isafjordur, Iceland: Isafjordur Airport"
2126,12289,IFL,YIFL,"Innisfail, Australia: Innisfail Airport"
2127,12290,IFN,OIFM,"Isfahan, Iran: Shahid Beheshti International"
2128,12293,IGA,MYIG,"Inagua, The Bahamas: Inagua Airport"
2129,12294,IGG,PAIG,"Igiugig, AK: Igiugig Airport"
2130,12295,IGH,YIGM,"Ingham, Australia: Ingham Airport"
2131,12296,IGL,LTBL,"Izmir, Turkey: Cigli"
2132,12297,IGM,KIGM,"Kingman, AZ: Kingman Airport"
2133,12298,IGN,RPMI,"Iligan, Philippines: Maria Cristina"
2134,12299,IGO,SKIG,"Chigorodo, Colombia: Chigorodo Airport"
2135,12300,IGR,SARI,"Iguazu, Argentina: Cataratas"
2136,12302,IGU,SBFI,"Iguacu Falls, Brazil: Cataratas International"
2141,12306,LOT,KLOT,"Chicago/Romeoville, IL: Lewis University"
2144,12309,IJU,SSIJ,"Ijui, Brazil: Ijui Airport"
2145,12310,IJX,KIJX,"Jacksonville, IL: Jacksonville Municipal"
2146,12311,IKA,OIIE,"Tehran, Iran: Imam Khomaini International"
2147,12312,IKB,KUKF,"Wilkesboro, NC: Wilkes County"
2148,12313,IKI,RJDB,"Iki, Japan: Iki Airport"
2149,12314,IKK,KIKK,"Kankakee, IL: Greater Kankakee"
2150,12315,IKO,PAKO,"Nikolski, AK: Nikolski AS"
2151,12316,IKT,UIII,"Irkutsk, Russia: Irkutsk Airport"
2154,12319,ILE,KILE,"Killeen, TX: Skylark Field"
2155,12320,ILG,KILG,"Wilmington, DE: New Castle"
2156,12321,ILI,PAIL,"Iliamna, AK: Iliamna Airport"
2157,12322,ILL,KBDH,"Willmar, MN: Willmar Municipal"
2158,12323,ILM,KILM,"Wilmington, NC: Wilmington International"
2159,12324,ILN,KILN,"Wilmington, OH: Wilmington Air Park"
2160,12325,ILO,RPVI,"Iloilo, Philippines: Iloilo Airport"
2161,12326,ILP,NWWE,"Ile Des Pins, New Caledonia: Ile Des Pins Moue"
2162,12328,ILR,DNIL,"Ilorin, Nigeria: Ilorin Airport"
2163,12329,ILY,EGPI,"Islay, United Kingdom: Islay Airport"
2164,12330,ILZ,LZZI,"Zilina, Slovakia: Zilina International"
2165,12331,IMF,VEIM,"Imphal, India: Imphal Airport"
2166,12332,IML,KIML,"Imperial, NE: Imperial Municipal"
2167,12333,IMM,KIMM,"Immokalee, FL: Immokalee Regional"
2168,12334,IMP,SBIZ,"Imperatriz, Brazil: Imperatriz Airport"
2169,12335,IMT,KIMT,"Iron Mountain/Kingsfd, MI: Ford"
2172,12338,INC,ZLIC,"Yinchuan, China: Hedong"
2173,12339,IND,KIND,"Indianapolis, IN: Indianapolis International"
2174,12340,INF,DATG,"In Guezzam, Algeria: In Guezzam Airport"
2175,12341,ING,SAWA,"Lago Argentino, Argentina: Lago Argentino Airport"
2176,12342,INH,FQIN,"Inhambane, Mozambique: Inhambane Airport"
2177,12343,INL,KINL,"International Falls, MN: Falls International Einarson Field"
2178,12344,INN,LOWI,"Innsbruck, Austria: Innsbruck Airport"
2179,12345,INO,FZBA,"Inongo, Congo (Kinshasa): Inongo Airport"
2180,12347,INS,KINS,"Indian Springs, NV: Creech AFB"
2181,12348,INT,KINT,"Winston-Salem, NC: Smith Reynolds"
2182,12349,INU,ANYN,"Nauru, Nauru: Nauru Island"
2183,12350,INV,EGPE,"Inverness, United Kingdom: Inverness Airport"
2184,12351,INW,KINW,"Winslow, AZ: Winslow-Lindbergh Regional"
2185,12352,IOA,LGIO,"Ioannina, Greece: Ioannina Airport"
2186,12353,IOM,EGNS,"Isle of Man, United Kingdom: Isle of Man Airport"
2187,12354,ION,FCOI,"Impfondo, Congo (Brazaville): Impfondo Airport"
2188,12355,IOR,EIIM,"Inishmore, Ireland: Inishmore Airport"
2189,12357,IOU,NWWO,"Ile Ouen, New Caledonia: Ile Ouen Airport"
2190,12358,IOW,KIOW,"Iowa City, IA: Iowa City Municipal"
2191,12359,IPC,SCIP,"Easter Island, Chile: Mataveri International"
2192,12360,IPE,RPMV,"Ipil, Philippines: Ipil Airport"
2193,12361,IPH,WMKI,"Ipoh, Malaysia: Ipoh Sultan Azlan Shah"
2194,12362,IPI,SKIP,"Ipiales, Colombia: San Luis"
2195,12363,IPL,KIPL,"El Centro, CA: Imperial County"
2196,12364,IPN,SBIP,"Ipatinga, Brazil: Usiminas"
2197,12365,IPT,KIPT,"Williamsport, PA: Williamsport Regional"
2200,12368,IQQ,SCDA,"Iquique, Chile: Diego Aracena International"
2201,12369,IQT,SPQT,"Iquitos, Peru: Coronel Francisco Secada Vignetta International"
2202,12370,IRC,PACR,"Circle, AK: Circle City"
2203,12371,IRD,VGIS,"Ishurdi, Bangladesh: Ishurdi Airport"
2204,12372,IRG,YLHR,"Iron Range, Australia: Iron Range Airport"
2205,12373,IRI,HTIR,"Iringa, Tanzania: Iringa Airport"
2206,12374,IRJ,SANL,"La Rioja, Argentina: Capitan Vicente A Almonacid"
2207,12375,IRK,KIRK,"Kirksville, MO: Kirksville Regional"
2208,12376,IRO,FEFI,"Birao, Central African Republic: Birao Airport"
2209,12377,IRP,FZJH,"Isiro, Congo (Kinshasa): Isiro Airport"
2210,12378,IRS,KIRS,"Sturgis, MI: Sturgis Airport"
2212,12380,ISA,YBMA,"Mount Isa, Australia: Mount Isa Airport"
2213,12381,ISB,OPIS,"Islamabad, Pakistan: Benazir Bhutto International"
2214,12382,ISC,EGHE,"Scilly Isles, United Kingdom: Scilly Isles Airport"
2215,12383,ISG,ROIG,"Ishigaki, Japan: Ishigaki Airport"
2217,12385,ISI,YISF,"Isisford, Australia: Isisford Airport"
2218,12386,ISJ,MMIM,"Isla Mujeres, Mexico: Isla Mujeres Airport"
2219,12387,ISL,LTBA,"Isabel Pass, AK: Isabel Pass Airport"
2220,12388,ISM,KISM,"Orlando, FL: Kissimmee Gateway"
2222,12390,ISO,KISO,"Kinston, NC: Kinston Regional Jetport at Stallings Field"
2223,12391,ISP,KISP,"Islip, NY: Long Island MacArthur"
2224,12392,ISQ,KISQ,"Manistique, MI: Schoolcraft County"
2226,12394,ISS,KIWI,"Wiscasset, ME: Wiscasset Airport"
2227,12396,ISW,KISW,"Wisconsin Rapids, WI: Alexander Field South Wood County"
2228,12400,ITM,RJOO,"Osaka, Japan: Osaka International"
2229,12402,ITO,PHTO,"Hilo, HI: Hilo International"
2230,12403,ITQ,SSIQ,"Itaqui, Brazil: Itaqui Airport"
2231,12404,IUE,NIUE,"Niue Island, Niue: Niue International"
2233,12406,IVA,FMNJ,"Ambanja, Madagascar: Ambanja/Ambalavelona"
2234,12407,IVC,NZNV,"Invercargill, New Zealand: Invercargill Airport"
2235,12408,IVG,LYBR,"Berane, Montenegro: Berane Airport"
2236,12409,IVL,EFIV,"Ivalo, Finland: Ivalo Airport"
2237,12410,IVR,YIVL,"Inverell, Australia: Inverell Airport"
2238,12411,IWA,UUBI,"Ivanovo, Russia: Ivanovo Airport"
2239,12412,IWD,KIWD,"Ironwood, MI: Gogebic-Iron County"
2240,12413,IWJ,RJOW,"Iwami, Japan: Iwami Airport"
2241,12414,IWO,RJAW,"Iwoto, Japan: Iwoto Airport"
2242,12415,IWS,KIWS,"Houston, TX: West Houston"
2243,12416,IXA,VEAT,"Agartala, India: Agartala Airport"
2244,12418,IXC,VICG,"Chandigarh, India: Chandigarh Airport"
2245,12419,IXD,VIAL,"Allahabad, India: Allahabad Airport"
2246,12422,IXH,VEKR,"Kailashahar, India: Kailashahar Airport"
2247,12423,IXI,VELR,"Lilabari, India: North Lakhimpur/Lilabari"
2248,12424,IXJ,VIJU,"Jammu, India: Jammu Airport"
2249,12425,IXK,VAKS,"Keshod, India: Keshod Airport"
2250,12426,IXL,VILH,"Leh, India: Leh Airport"
2251,12427,IXM,VOMD,"Madurai, India: Madurai Airport"
2252,12429,IXQ,VEKM,"Kamalpur, India: Kamalpur Airport"
2253,12430,IXR,VERC,"Ranchi, India: Ranchi Airport"
2254,12431,IXS,VEKU,"Silchar, India: Silchar Airport"
2255,12432,IXU,VAAU,"Aurangabad, India: Aurangabad Airport"
2256,12433,IXW,VEJS,"Jamshedpur, India: Jamshedpur Airport"
2257,12434,IXY,VAKE,"Kandla, India: Kandla Airport"
2258,12435,IXZ,VOPB,"Port Blair, India: Port Blair Airport"
2259,12436,IYK,KIYK,"Inyokern, CA: Inyokern Airport"
2261,12438,IZO,RJOC,"Izumo, Japan: Izumo Airport"
2262,12439,IZT,MMIT,"Ixtepec, Mexico: Ixtepec Airport"
2263,12440,JAB,YJAB,"Jabiru, Australia: Jabiru Airport"
2264,12441,JAC,KJAC,"Jackson, WY: Jackson Hole"
2265,12442,JAF,VCCJ,"Jaffna, Sri Lanka: Kankesanturai"
2266,12443,JAG,OPJA,"Jacobabad, Pakistan: Shahbaz AB"
2268,12446,JAK,MTJA,"Jacmel, Haiti: Jacmel Airport"
2269,12447,JAL,MMJA,"Jalapa, Mexico: El Lencero"
2270,12448,JAN,KJAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
2272,12450,JAV,BGJN,"Jakobshavn, Greenland: Ilulissat"
2273,12451,JAX,KJAX,"Jacksonville, FL: Jacksonville International"
2277,12455,JBR,KJBR,"Jonesboro, AR: Jonesboro Municipal"
2282,12460,JCI,KIXD,"Olathe, KS: New Century Aircenter"
2283,12461,JCK,YJLC,"Julia Creek, Australia: Julia Creek Airport"
2284,12462,JDA,KGCD,"John Day, OR: Grant County Regional/Ogilvie Field"
2286,12464,JDF,SBJF,"Juiz de Fora, Brazil: Juiz"
2287,12465,JDG,RKPD,"Seattle, WA: Edgewater Inn Helipad Sea Wash"
2288,12466,JDH,VIJO,"Jodhpur, India: Jodhpur Airport"
2290,12468,JDO,SBJU,"Juazeiro Do Norte, Brazil: Regional de Cariri"
2293,12472,JED,OEJN,"Jeddah, Saudi Arabia: King Abdulaziz International"
2294,12473,JEE,MTJE,"Jeremie, Haiti: Jeremie Airport"
2295,12474,JEF,KJEF,"Jefferson City, MO: Jefferson City Memorial"
2296,12476,JER,EGJJ,"Jersey, United Kingdom: Jersey Airport"
2298,12478,JFK,KJFK,"New York, NY: John F. Kennedy International"
2299,12479,JFN,KHZY,"Jefferson, OH: Northeast Ohio Regional"
2300,12481,JFR,BGPT,"Frederikshab, Greenland: Frederikshaab"
2301,12482,JGA,VAJM,"Jamnagar, India: Jamnagar Airport"
2307,12489,JHB,WMKJ,"Johor Bahru, Malaysia: Senai International"
2310,12492,JHM,PHJH,"Kapalua, HI: Kapalua Airport"
2311,12493,JHS,BGSS,"Sisimiut, Greenland: Sisimiut Airport"
2312,12494,JHW,KJHW,"Jamestown, NY: Chautauqua County/Jamestown"
2315,12498,JIK,LGIK,"Ikaria Island, Greece: Ikaria"
2316,12499,JIL,ZYJL,"Jilin, China: Jilin Airport"
2317,12500,JIM,HAJM,"Jimma, Ethiopia: Aba Segud Negus Wolde Giorg"
2318,12501,JIN,HUJI,"Jinja, Uganda: Jinja Airport"
2319,12502,JJI,SPJI,"Juanjui, Peru: Juanjui Airport"
2320,12503,JKG,ESGJ,"Jonkoping, Sweden: Jonkoping Airport"
2321,12504,JKH,LGHI,"Chios, Greece: Chios Airport"
2322,12505,JKL,LGKY,"Kalymnos, Greece: Kalymnos Airport"
2323,12506,JKR,VNJP,"Janakpur, Nepal: Janakpur Airport"
2325,12508,JKV,KJSO,"Jacksonville, TX: Cherokee County"
2326,12509,JLA,KJLA,"Cooper Lodge, AK: Quartz Creek"
2327,12511,JLN,KJLN,"Joplin, MO: Joplin Regional"
2328,12512,JLR,VAJB,"Jabalpur, India: Jabalpur Airport"
2332,12516,JMK,LGMK,"Mikonos Island, Greece: Mikonos"
2335,12519,JMS,KJMS,"Jamestown, ND: Jamestown Regional"
2336,12520,JNB,FAOR,"Johannesburg, South Africa: Oliver Reginald Tambo International"
2339,12523,JNU,PAJN,"Juneau, AK: Juneau International"
2344,12528,JOE,EFJO,"Joensuu, Finland: Joensuu Airport"
2345,12529,JOG,WARJ,"Yogyakarta, Indonesia: Adisutjipto"
2346,12530,JOH,FAPJ,"Port St Johns, South Africa: Port St Johns Airport"
2347,12531,JOI,SBJV,"Joinville, Brazil: Joinville Airport"
2348,12533,JOL,RPMJ,"Jolo, Philippines: Jolo Airport"
2349,12534,JOM,HTNJ,"Njombe, Tanzania: Njombe Airport"
2352,12537,JOS,DNJO,"Jos, Nigeria: Yakubu Gowon"
2354,12540,JPA,SBJP,"Joao Pessoa, Brazil: Presidente Castro Pinto International"
2356,12542,JPR,SWJI,"Ji Parana, Brazil: Ji Parana Airport"
2362,12549,JRF,PHJR,"Kapolei, HI: Kalaeloa"
2363,12550,JRH,VEJT,"Jorhat, India: Jorhat Airport"
2364,12551,JRO,HTKJ,"Kilimanjaro, Tanzania: Kilimanjaro International"
2370,12559,JST,KJST,"Johnstown, PA: John Murtha Johnstown-Cambria County"
2371,12561,JSY,LGSO,"Syros Island, Greece: Dimitrios Vikelas"
2372,12563,JTR,LGSR,"Santorini, Greece: Santorini Airport"
2373,12564,JUB,HSSJ,"Juba, South Sudan: Juba Airport"
2374,12566,JUJ,SASJ,"Jujuy, Argentina: Jujuy Airport"
2375,12568,JUM,VNJL,"Jumla, Nepal: Jumla Airport"
2376,12570,JUV,BGUK,"Upernavik, Greenland: Upernavik Airport"
2377,12571,JVL,KJVL,"Beloit/Janesville, WI: Southern Wisconsin Regional"
2380,12576,JXN,KJXN,"Jackson, MI: Jackson County-Reynolds Field"
2382,12578,JYV,EFJY,"Jyvaskyla, Finland: Jyvaskyla Airport"
2389,12586,JZH,ZUJZ,"Song Pan, China: Jui Zhai Huang Long"
2407,12606,KAA,FLKS,"Kasama, Zambia: Kasama Airport"
2408,12607,KAB,FVKB,"Kariba, Zimbabwe: Kariba International"
2409,12608,KAC,OSKL,"Kameshli, Syria: Kamishly"
2410,12609,KAD,DNKA,"Kaduna, Nigeria: Kaduna Airport"
2412,12611,KAG,RKNN,"Kangnung, South Korea: Kangung"
2414,12614,KAJ,EFKI,"Kajaani, Finland: Kajaani Airport"
2415,12615,KAL,PAKV,"Kaltag, AK: Kaltag Airport"
2416,12616,KAN,DNKN,"Kano, Nigeria: Mallam Aminu Kano International"
2417,12617,KAO,EFKS,"Kuusamo, Finland: Kuusamo Airport"
2418,12618,KAR,SYKM,"Kamarang, Guyana: Kamarang Airport"
2419,12619,KAT,NZKT,"Kaitaia, New Zealand: Kaitaia Airport"
2420,12620,KAW,VYKT,"Kawthaung, Burma: Kawthaung Airport"
2421,12621,KBC,KZ91,"Birch Creek, AK: Birch Creek Airport"
2423,12623,KBG,HUKF,"Kabalega Falls, Uganda: Pakuba"
2424,12624,KBK,VEKI,"Klag Bay, AK: Klag Bay Airport"
2425,12626,KBO,FZRM,"Kabalo, Congo (Kinshasa): Kabalo Airport"
2426,12627,KBP,UKBB,"Kiev, Ukraine: Boryspil International"
2427,12628,KBR,WMKC,"Kota Bharu, Malaysia: Sultan Ismail Petra"
2428,12629,KBS,GFBO,"Bo, Sierra Leone: Bo Airport"
2429,12630,KBV,VTSG,"Krabi, Thailand: Krabi Airport"
2431,12632,KCA,ZWKC,"Kuqa, China: Kuche"
2433,12634,KCE,YCSV,"Collinsville, Australia: Collinsville Airport"
2434,12635,KCG,PAJC,"Chignik Bay, AK: Chignik Bay Airport"
2435,12636,KCH,WBGG,"Kuching, Malaysia: Kuching International"
2436,12637,KCK,UIKK,"Kansas City, KS: Fairfax Municipal"
2437,12638,KCL,KKCL,"Chignik Lagoon, AK: Chignik Lagoon Airport"
2439,12641,KCQ,KA79,"Chignik, AK: Chignik Lake"
2440,12642,KCR,KKCR,"Colorado Creek, AK: Colorado Creek Airport"
2441,12644,KCZ,RJOK,"Kochi, Japan: Kochi Airport"
2442,12645,KDH,OAKN,"Kandahar, Afghanistan: Kandahar Airport"
2443,12646,KDJ,FOGJ,"N Djole, Gabon: N Djole Airport"
2444,12647,KDK,PAKD,"Kodiak, AK: Kodiak Municipal"
2445,12648,KDT,VTBK,"Kamphang Saen, Thailand: Kamphang Saen Airport"
2446,12649,KEB,KKEB,"Nanwalek, AK: Nanwalek Airport"
2447,12650,KED,GQNK,"Kaedi, Mauritania: Kaedi Airport"
2448,12651,KEF,BIKF,"Keflavik/Reykjavik, Iceland: Keflavik International"
2450,12653,KEK,KKEK,"Ekwok, AK: Ekwok Airport"
2451,12654,KEL,EDHK,"Kiel, Germany: Kiel/Holtenau"
2452,12655,KEM,EFKE,"Kemi, Finland: Kemi Tornio"
2453,12656,KEN,GFKE,"Kenema, Sierra Leone: Kenema Airport"
2454,12657,KEO,DIOD,"Odienne, Cote d'Ivoire: Odienne IV Coast"
2455,12658,KEP,VNNG,"Nepalganj, Nepal: Nepalgunj"
2457,12661,OCA,07FA,"Key Largo, FL: Ocean Reef Club"
2458,12662,KFA,GQNF,"Kiffa, Mauritania: Kiffa Airport"
2459,12663,KFP,PAKF,"False Pass, AK: False Pass Airport"
2460,12664,KGA,FZUA,"Kananga, Congo (Kinshasa): Kananga Airport"
2461,12666,KGD,UMKK,"Kaliningrad, Russia: Khrabrovo"
2462,12667,KGF,UAKK,"Karaganda, Kazakhstan: Karaganda Airport"
2463,12668,KGG,GOTK,"Kedougou, Senegal: Kedougou Airport"
2464,12669,KGI,YPKG,"Kalgoorlie, Australia: Kalgoorlie Airport"
2465,12670,KGJ,FWKA,"Karonga, Malawi: Karonga Airport"
2466,12671,KGK,PAJZ,"Koliganek, AK: Koliganek Airport"
2467,12672,KGL,HRYR,"Kigali, Rwanda: Kigali International"
2468,12674,KGS,LGKO,"Kos, Greece: Kos Airport"
2469,12675,KGU,WBKG,"Keningau, Malaysia: Keningau Airport"
2470,12676,KGX,PAGX,"Grayling, AK: Grayling Airport"
2471,12677,KGZ,KKGZ,"Glacier Creek, AK: Glacier Creek Airport"
2472,12679,KHE,UKOH,"Kherson, Ukraine: Kherson Airport"
2473,12680,KHH,RCKH,"Kaohsiung, Taiwan: Kaohsiung International"
2474,12681,KHI,OPKC,"Karachi, Pakistan: Jinnah International"
2475,12682,KHK,OIBQ,"Khark, Iran: Khark Island"
2476,12683,KHM,VYKI,"Khamti, Burma: Kanti"
2477,12684,KHN,ZSCN,"Nanchang, China: Changbei International"
2478,12685,KHV,UHHH,"Khabarovsk, Russia: Khabarovsk Novy"
2480,12687,KID,ESMK,"Kristianstad, Sweden: Kristianstad Airport"
2481,12688,KIE,AYIQ,"Bougainville Island, Papua New Guinea: Kieta"
2482,12689,KIH,OIBK,"Kish Island, Iran: Kish Island Airport"
2483,12690,KIJ,RJSN,"Niigata, Japan: Niigata Airport"
2484,12692,KIM,FAKM,"Kimberley, South Africa: Kimberley Airport"
2485,12693,KIN,MKJP,"Kingston, Jamaica: Norman Manley International"
2486,12694,KIR,EIKY,"Kerry County, Ireland: Kerry"
2487,12695,KIS,HKKI,"Kisumu, Kenya: Kisumu Airport"
2488,12696,KIT,LGKC,"Kithira, Greece: Alexandros Aristotelous Onassis"
2490,12698,KIW,FLSO,"Kitwe, Zambia: Kitwe/Nkana"
2491,12699,KIX,RJBB,"Osaka, Japan: Kansai International"
2492,12700,KIY,HTKI,"Kilwa, Tanzania: Kilwa Masoko"
2494,12704,KKA,PAKK,"Koyuk, AK: Koyuk Alfred Adams"
2496,12706,KKC,VTUK,"Khon Kaen, Thailand: Khon Kaen Airport"
2497,12707,KKE,NZKK,"Kerikeri, New Zealand: Kerikeri Airport"
2498,12708,KKH,PADY,"Kongiganak, AK: Kongiganak Airport"
2499,12709,KKI,PFZK,"Akiachak, AK: Akiachak Airport"
2500,12710,KKJ,RJFR,"Kitakyushu, Japan: Kitakyushu Airport"
2501,12711,KKK,K1KC,"Kalakaket, AK: Kalakaket Creek AS"
2503,12714,KKO,NZKO,"Kaikohe, New Zealand: Kaikohe Airport"
2504,12716,KKU,KKKU,"Ekuk, AK: Ekuk Airport"
2505,12717,KKW,FZCA,"Kikwit, Congo (Kinshasa): Kikwit Airport"
2506,12718,KLB,FLKL,"Kalabo, Zambia: Kalabo Airport"
2507,12719,KLG,PALG,"Kalskag, AK: Kalskag Airport"
2509,12721,KLN,PALB,"Larsen Bay, AK: Larsen Bay Airport"
2510,12722,KLO,RPVK,"Kalibo, Philippines: Kalibo International"
2512,12724,KLR,ESMQ,"Kalmar, Sweden: Kalmar Airport"
2513,12725,KLS,KKLS,"Kelso, WA: Southwest Washington Regional"
2514,12726,KLU,LOWK,"Klagenfurt, Austria: Klagenfurt Airport"
2515,12727,KLV,LKKV,"Karlovy Vary, Czech Republic: Karlovy Vary Airport"
2516,12728,KLW,PAKW,"Klawock, AK: Klawock Airport"
2517,12729,KLX,LGKL,"Kalamata, Greece: Kalamata Airport"
2518,12730,KMA,AYKM,"Kerema, Papua New Guinea: Kerema Airport"
2521,12733,KMG,ZPPP,"Kunming, China: Wujiaba"
2522,12734,KMI,RJFM,"Miyazaki, Japan: Miyazaki Airport"
2523,12735,KMJ,RJFT,"Kumamoto, Japan: Kumamoto Airport"
2524,12736,KMN,FZSB,"Kamina, Congo (Kinshasa): Kamina Base"
2525,12737,KMO,PAMB,"Manokotak, AK: Manokatak Seaplane Base"
2526,12738,KMP,FYKT,"Keetmanshoop, Namibia: Keetmanshoop Airport"
2527,12739,KMQ,RJNK,"Komatsu, Japan: Komatsu Airport"
2528,12740,KMS,DGSI,"Kumasi, Ghana: Kumasi Airport"
2529,12742,KMX,OEKM,"Khamis Mushait, Saudi Arabia: Khamis Mushait Airport"
2531,12744,KMZ,FLKO,"Kaoma, Zambia: Kaoma Airport"
2532,12745,KNB,KKNB,"Kanab, UT: Kanab Municipal"
2533,12746,KND,FZOA,"Kindu, Congo (Kinshasa): Kindu Airport"
2534,12748,KNK,PFKK,"Kokhanok, AK: Kokhanok Airport"
2535,12749,KNN,GUXN,"Kankan, Guinea: Kankan Airport"
2537,12752,KNS,YKII,"King Island, Australia: King Island Airport"
2538,12753,KNT,KTKX,"Kennett, MO: Kennett Memorial"
2539,12754,KNU,VICX,"Kanpur, India: Kanpur/Chakeri"
2540,12755,KNW,PANW,"New Stuyahok, AK: New Stuyahok Airport"
2541,12756,KNX,YPKU,"Kununurra, Australia: Kununurra Airport"
2542,12757,KNZ,GAKA,"Kenieba, Mali: Kenieba Airport"
2543,12758,KOA,PHKO,"Kona, HI: Ellison Onizuka Kona International at Keahole"
2544,12760,KOE,WATT,"Kupang, Indonesia: El Tari"
2545,12761,KOH,YKLA,"Koolatah, Australia: Koolatah Airport"
2546,12762,KOI,EGPA,"Kirkwall, United Kingdom: Kirkwall Airport"
2547,12763,KOJ,RJFK,"Kagoshima, Japan: Kagoshima Airport"
2548,12764,KOK,EFKK,"Kokkola/Pietarsaari, Finland: Kokkola Pietarsaari"
2550,12766,KOP,VTUW,"Nakhon Phanom, Thailand: Nakhon Phanom Airport"
2552,12768,KOS,VDSV,"Kompongsom, Cambodia: Kompongsom Airport"
2553,12769,KOT,PFKO,"Kotlik, AK: Kotlik Airport"
2554,12770,KOW,ZSGZ,"Ganzhou, China: Ganzhou Airport"
2556,12772,KOZ,K4K5,"Ouzinkie, AK: Ouzinkie Airport"
2558,12774,KPC,PAPC,"Port Clarence, AK: Port Clarence CGS"
2560,12776,KPI,WBGP,"Kapit, Malaysia: Kapit Airport"
2562,12778,KPM,AYAQ,"Napamute, AK: Napamute Airport"
2563,12779,KPN,PAKI,"Kipnuk, AK: Kipnuk Airport"
2564,12781,KPP,YKPR,"Kalpowar, Australia: Kalpower"
2566,12783,KPS,YKMP,"Kempsey, Australia: Kempsey Airport"
2567,12784,KPV,PAPE,"Perryville, AK: Perryville Airport"
2569,12786,KQA,PAUT,"Akutan, AK: Akutan Airport"
2570,12787,KRB,YKMB,"Karumba, Australia: Karumba Airport"
2571,12788,KRF,ESNK,"Kramfors, Sweden: Kramfors Solleftea"
2572,12789,KRK,EPKK,"Krakow, Poland: John Paul II - Balice"
2573,12790,KRM,SYKR,"Kasitsna Bay, AK: Kasitsna"
2574,12791,KRN,ESNQ,"Kiruna, Sweden: Kiruna Airport"
2575,12793,KRR,URKK,"Krasnodar, Russia: Pashkovskiy"
2576,12794,KRS,ENCN,"Kristiansand, Norway: Kjevik"
2577,12795,KRT,HSSK,"Khartoum, Sudan: Khartoum Airport"
2579,12798,KSA,PTSA,"Kosrae, Federated States of Micronesia: Kosrae Airport"
2580,12800,KSD,ESOK,"Karlstad, Sweden: Karlstad Airport"
2581,12801,KSE,HUKS,"Kasese, Uganda: Kasese Airport"
2582,12802,KSF,EDVK,"Kassel, Germany: Kassel Calden"
2583,12803,KSH,OICC,"Kermanshah, Iran: Shahid Ashrafi Esfahani"
2584,12804,KSI,GUKU,"Kissidougou, Guinea: Kissidougou Airport"
2585,12806,KSL,HSKA,"Kassala, Sudan: Kassala Airport"
2586,12807,KSM,PASM,"St. Mary's, AK: St. Mary's Airport"
2587,12809,KSO,LGKA,"Kastoria, Greece: Kastoria Airport"
2590,12813,KSU,ENKB,"Kristiansund, Norway: Kvernberget"
2591,12814,KTA,YPKA,"Karratha, Australia: Karratha Airport"
2593,12817,KTL,HKKT,"Kitale, Kenya: Kitale Airport"
2594,12818,KTM,VNKT,"Kathmandu, Nepal: Tribhuvan International"
2595,12819,KTN,PAKT,"Ketchikan, AK: Ketchikan International"
2596,12820,KTP,MKTP,"Kingston, Jamaica: Tinson Pen"
2597,12821,KTR,YPTN,"Katherine, Australia: Katherine Airport"
2598,12822,KTS,PFKT,"Brevig Mission, AK: Brevig Mission Airport"
2599,12823,KTT,EFKT,"Kittila, Finland: Kittila Airport"
2600,12824,KTW,EPKT,"Katowice, Poland: Pyrzowice"
2601,12826,KUA,WMKD,"Kuantan, Malaysia: Kuantan Airport"
2602,12827,KUD,WBKT,"Kudat, Malaysia: Kudat Airport"
2603,12828,KUF,UWWW,"Samara, Russia: Kurumoch"
