index,FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
1307621,2009-04-14,LGA,IAH,CO,N14629,633,545,541,833,833,555,824,0,0,0,0,0,False,False,Z
1307622,2009-04-14,CMH,LGA,MQ,N716MQ,4863,545,541,719,707,557,703,0,0,0,0,0,False,False,Z
1307623,2009-04-14,LGA,ORD,AA,N535AA,301,600,555,720,712,604,704,0,0,0,0,0,False,False,Z
1307624,2009-04-14,ORD,LGA,AA,N622AA,398,600,556,900,850,608,845,0,0,0,0,0,False,False,Z
1307625,2009-04-14,LGA,MIA,AA,N5BVAA,2255,600,558,855,912,611,908,0,0,17,0,0,False,False,Z
1307626,2009-04-14,FLL,LGA,B6,N554JB,370,600,554,855,829,614,821,0,0,0,0,0,False,False,Z
1307627,2009-04-14,LGA,FLL,B6,N649JB,371,600,557,853,901,615,857,0,0,0,0,0,False,False,Z
1307628,2009-04-14,LGA,ATL,DL,N687DL,19,600,557,830,848,621,835,0,0,18,0,0,False,False,Z
1307629,2009-04-14,LGA,CVG,DL,N3730B,1211,600,556,810,808,617,801,0,0,0,0,0,False,False,Z
1307630,2009-04-14,BOS,LGA,DL,N916DE,1371,600,558,713,706,622,700,0,0,0,0,0,False,False,Z
1307631,2009-04-14,RDU,LGA,MQ,N821MQ,4751,600,557,730,715,609,712,0,0,0,0,0,False,False,Z
1307632,2009-04-14,BOS,LGA,MQ,N849MQ,4814,600,559,715,702,614,655,0,0,0,0,0,False,False,Z
1307633,2009-04-14,LGA,DTW,NW,N507US,1191,600,552,754,805,612,753,0,0,0,0,0,False,False,Z
1307634,2009-04-14,IND,LGA,OH,N967CA,6294,600,605,805,810,620,800,0,0,0,0,0,False,False,Z
1307635,2009-04-14,CHS,LGA,OH,N435CA,6540,600,705,759,920,744,912,65,0,16,0,0,False,False,Z
1307636,2009-04-14,SAV,LGA,OH,N962CA,6700,600,555,819,755,610,747,0,0,0,0,0,False,False,Z
1307637,2009-04-14,TYS,LGA,OH,N973CA,6754,600,550,812,745,605,731,0,0,0,0,0,False,False,Z
1307638,2009-04-14,LGA,ORD,UA,N845UA,667,600,552,723,705,601,657,0,0,0,0,0,False,False,Z
1307639,2009-04-14,ORD,LGA,UA,N520UA,668,600,557,909,901,614,857,0,0,0,0,0,False,False,Z
1307640,2009-04-14,BOS,LGA,US,N748UW,2115,600,551,707,657,610,651,0,0,0,0,0,False,False,Z
1307641,2009-04-14,DCA,LGA,US,N700UW,2158,600,553,655,647,606,643,0,0,0,0,0,False,False,Z
1307642,2009-04-14,LGA,BOS,US,N760US,2114,600,555,703,646,606,641,0,0,0,0,0,False,False,Z
1307643,2009-04-14,LGA,DCA,US,N757UW,2161,600,557,700,708,619,704,0,0,0,0,0,False,False,Z
1307644,2009-04-14,LGA,IAD,YV,N17337,7328,601,556,719,715,614,709,0,0,0,0,0,False,False,Z
1307645,2009-04-14,LGA,DFW,AA,N542AA,701,605,603,850,844,618,836,0,0,0,0,0,False,False,Z
1307646,2009-04-14,JAX,LGA,OH,N655CA,6564,605,610,829,821,629,814,0,0,0,0,0,False,False,Z
1307647,2009-04-14,RDU,LGA,OH,N408CA,6628,605,602,747,728,617,724,0,0,0,0,0,False,False,Z
1307648,2009-04-14,DTW,LGA,MQ,N733MQ,4877,610,610,755,758,636,749,0,0,0,0,0,False,False,Z
1307649,2009-04-14,DTW,LGA,NW,N367NW,526,610,607,757,751,628,742,0,0,0,0,0,False,False,Z
1307650,2009-04-14,DFW,LGA,AA,N3DCAA,700,615,611,1040,1022,623,1014,0,0,0,0,0,False,False,Z
1307651,2009-04-14,LGA,MSP,NW,N516US,523,615,611,813,748,626,744,0,0,0,0,0,False,False,Z
1307652,2009-04-14,LGA,CLE,XE,N12996,2063,615,607,810,752,623,746,0,0,0,0,0,False,False,Z
1307653,2009-04-14,LGA,BOS,MQ,N710MQ,4803,620,615,725,720,635,711,0,0,0,0,0,False,False,Z
1307654,2009-04-14,LGA,RDU,OH,N430CA,6659,629,640,817,823,657,812,0,0,0,0,0,False,False,Z
1307655,2009-04-14,MIA,LGA,AA,N5BYAA,1114,630,628,930,920,642,906,0,0,0,0,0,False,False,Z
1307656,2009-04-14,LGA,IAH,CO,N37615,333,630,626,920,918,646,910,0,0,0,0,0,False,False,Z
1307657,2009-04-14,IAH,LGA,CO,N24702,1032,630,627,1059,1053,639,1049,0,0,0,0,0,False,False,Z
1307658,2009-04-14,LGA,BOS,DL,N910DL,1370,630,628,733,720,640,712,0,0,0,0,0,False,False,Z
1307659,2009-04-14,BOS,LGA,DL,N919DE,1373,630,627,743,732,643,727,0,0,0,0,0,False,False,Z
1307660,2009-04-14,LGA,ATL,FL,N935AT,359,630,620,853,903,633,849,0,0,0,0,0,False,False,Z
1307661,2009-04-14,LGA,RDU,MQ,N718MQ,4724,630,632,810,809,653,804,0,0,0,0,0,False,False,Z
1307662,2009-04-14,DSM,LGA,MQ,N723MQ,4821,630,620,1010,1006,640,955,0,0,0,0,0,False,False,Z
1307663,2009-04-14,LGA,MEM,NW,N365NB,505,630,624,823,840,648,826,0,0,17,0,0,False,False,Z
1307664,2009-04-14,LGA,CLT,US,N180US,1433,630,657,828,902,719,858,27,0,7,0,0,False,False,Z
1307665,2009-04-14,CLE,LGA,MQ,N728MQ,4886,635,633,810,814,647,753,0,0,0,0,0,False,False,Z
1307666,2009-04-14,DSM,LGA,OH,N812CA,6344,635,625,1022,1010,644,1000,0,0,0,0,0,False,False,Z
1307667,2009-04-14,BHM,LGA,OH,N685BR,6402,635,627,1014,1010,642,945,0,0,0,0,0,False,False,Z
1307668,2009-04-14,ATL,LGA,DL,N662DN,1766,640,642,900,838,654,825,0,0,0,0,0,False,False,Z
