FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
2014-08-01,LGA,IAH,UA,N474UA,374,545,543,819,822,555,818,0,0,0,0,0,False,False,Z
2014-08-01,BGR,LGA,EV,N600QX,5217,545,541,719,707,553,700,0,0,0,0,0,False,False,Z
2014-08-01,LGA,MIA,AA,N3JGAA,15,600,559,855,908,619,900,0,0,0,0,0,False,False,Z
2014-08-01,LGA,ORD,AA,N3DUAA,301,600,557,720,725,621,716,0,0,0,0,0,False,False,Z
2014-08-01,ORD,LGA,AA,N3GMAA,398,600,553,900,850,606,847,0,0,0,0,0,False,False,Z
2014-08-01,DFW,LGA,AA,N3FNAA,1100,600,552,1025,1006,606,1001,0,0,0,0,0,False,False,Z
2014-08-01,LGA,DFW,AA,N3DDAA,1103,600,600,835,854,615,841,0,0,19,0,0,False,False,Z
2014-08-01,MCO,LGA,B6,N661JB,198,600,554,831,816,608,810,0,0,0,0,0,False,False,Z
2014-08-01,LGA,FLL,B6,N729JB,371,600,556,851,849,608,844,0,0,0,0,0,False,False,Z
2014-08-01,FLL,LGA,B6,N529JB,272,600,551,845,826,603,820,0,0,0,0,0,False,False,Z
2014-08-01,LGA,DTW,DL,N373NW,731,600,556,750,748,614,740,0,0,0,0,0,False,False,Z
2014-08-01,LGA,ATL,DL,N3757D,904,600,556,823,832,618,820,0,0,0,0,0,False,False,Z
2014-08-01,ATL,LGA,DL,N947DL,1563,600,606,811,810,622,801,0,0,0,0,0,False,False,Z
2014-08-01,DTW,LGA,MQ,N528MQ,3601,600,556,735,730,613,726,0,0,0,0,0,False,False,Z
2014-08-01,LGA,IAD,EV,N828AS,5747,600,558,717,706,616,700,0,0,0,0,0,False,False,Z
2014-08-01,GSO,LGA,MQ,N818MQ,3594,600,552,729,719,607,713,0,0,0,0,0,False,False,Z
2014-08-01,LGA,PHL,US,N944UW,517,600,557,657,649,612,646,0,0,0,0,0,False,False,Z
2014-08-01,BOS,LGA,US,N967UW,2133,600,552,713,657,608,650,0,0,0,0,0,False,False,Z
2014-08-01,LGA,BOS,US,N959UW,2134,600,551,700,654,603,643,0,0,0,0,0,False,False,Z
2014-08-01,DCA,LGA,US,N963UW,2166,600,608,707,707,620,701,0,0,0,0,0,False,False,Z
2014-08-01,LGA,DCA,US,N747UW,2167,600,553,705,653,605,649,0,0,0,0,0,False,False,Z
2014-08-01,ORD,LGA,UA,N405UA,668,600,600,909,902,617,857,0,0,0,0,0,False,False,Z
2014-08-01,LGA,ORD,UA,N15712,1446,600,559,718,709,611,701,0,0,0,0,0,False,False,Z
2014-08-01,MDW,LGA,WN,N720WN,656,600,559,900,903,611,854,0,0,0,0,0,False,False,Z
2014-08-01,LGA,MDW,WN,N8633A,4703,600,557,730,706,610,658,0,0,0,0,0,False,False,Z
2014-08-01,ORF,LGA,EV,N750EV,5106,600,549,734,704,603,658,0,0,0,0,0,False,False,Z
2014-08-01,ILM,LGA,EV,N761ND,5109,600,551,741,726,610,720,0,0,0,0,0,False,False,Z
2014-08-01,CHS,LGA,EV,N755EV,5508,600,557,758,740,608,733,0,0,0,0,0,False,False,Z
2014-08-01,RIC,LGA,MQ,N811MQ,3357,600,723,710,838,740,826,83,0,5,0,0,False,False,Z
2014-08-01,RIC,LGA,EV,N748EV,5004,603,557,725,700,607,655,0,0,0,0,0,False,False,Z
2014-08-01,MIA,LGA,AA,N3KBAA,1084,605,558,900,839,611,836,0,0,0,0,0,False,False,Z
2014-08-01,CLT,LGA,US,N742PS,2060,605,602,749,800,631,753,0,0,0,0,0,False,False,Z
2014-08-01,MSY,LGA,DL,N322NB,558,607,605,1010,949,616,942,0,0,0,0,0,False,False,Z
2014-08-01,BNA,LGA,MQ,N6EAMQ,3667,610,743,920,1053,757,1045,93,0,0,0,0,False,False,Z
2014-08-01,GSO,LGA,EV,N371CA,5498,614,607,759,728,617,722,0,0,0,0,0,False,False,Z
2014-08-01,LGA,MSP,DL,N321NB,1919,615,611,805,748,625,744,0,0,0,0,0,False,False,Z
2014-08-01,CMH,LGA,MQ,N524MQ,3568,615,618,750,746,628,742,0,0,0,0,0,False,False,Z
2014-08-01,LGA,CLE,EV,N11176,4558,615,610,800,734,623,727,0,0,0,0,0,False,False,Z
2014-08-01,SDF,LGA,MQ,N840MQ,3006,615,606,829,807,618,755,0,0,0,0,0,False,False,Z
2014-08-01,LGA,ATL,WN,N292WN,1118,625,623,855,851,634,839,0,0,0,0,0,False,False,Z
2014-08-01,DAY,LGA,MQ,N819MQ,3352,625,625,810,812,636,759,0,0,0,0,0,False,False,Z
2014-08-01,LGA,ORD,AA,N3EHAA,303,629,624,754,736,636,727,0,0,0,0,0,False,False,Z
2014-08-01,LGA,XNA,MQ,N544MQ,3547,629,650,829,905,724,902,21,0,15,0,0,False,False,Z
2014-08-01,LGA,DTW,MQ,N520MQ,2810,629,621,819,807,645,800,0,0,0,0,0,False,False,Z
2014-08-01,LGA,MCO,B6,N561JB,1099,630,626,905,910,649,907,0,0,0,0,0,False,False,Z
2014-08-01,LGA,CLT,US,N509AY,1951,630,624,827,822,644,816,0,0,0,0,0,False,False,Z
2014-08-01,LGA,IAH,UA,N434UA,657,630,627,906,902,647,857,0,0,0,0,0,False,False,Z
2014-08-01,HOU,LGA,WN,N944WN,2298,630,632,1050,1046,639,1039,0,0,0,0,0,False,False,Z
2014-08-01,LGA,MKE,WN,N918WN,1126,630,627,750,727,638,723,0,0,0,0,0,False,False,Z
2014-08-01,MKE,LGA,EV,N608QX,5332,630,629,944,933,638,918,0,0,0,0,0,False,False,Z
2014-08-01,LIT,LGA,MQ,N513MQ,3390,630,627,959,1003,635,956,0,0,0,0,0,False,False,Z
2014-08-01,CAK,LGA,WN,N205WN,487,635,630,800,743,638,739,0,0,0,0,0,False,False,Z
2014-08-01,ORD,LGA,AA,N3KCAA,394,640,634,940,933,644,925,0,0,0,0,0,False,False,Z
2014-08-01,STL,LGA,MQ,N525MQ,2847,640,642,959,1001,700,954,0,0,0,0,0,False,False,Z
2014-08-01,ORF,LGA,MQ,N847MQ,3014,640,905,800,1020,917,1013,140,0,0,0,0,False,False,Z
2014-08-01,LGA,DEN,UA,N585UA,343,642,640,855,849,659,841,0,0,0,0,0,False,False,Z
