,Code_x,Description,Code_y,City: Airport
4349,14761,"Sanford, FL: Orlando Sanford International",SFB,"Sanford, FL: Orlando Sanford International"
4350,14762,"Saint Francois, Guadeloupe: Saint Francois Airport",SFC,"Saint Francois, Guadeloupe: Saint Francois Airport"
4351,14764,"Spokane, WA: Felts Field",SFF,"Spokane, WA: Felts Field"
4352,14765,"Grand Case, Saint Martin: L'Esperance",SFG,"Grand Case, Saint Martin: L'Esperance"
4353,14766,"San Felipe, Mexico: San Felipe International",SFH,"San Felipe, Mexico: San Felipe International"
4354,14767,"Sondre Stromfjord, Greenland: Sondrestrom Air Base",SFJ,"Sondre Stromfjord, Greenland: Sondrestrom Air Base"
4355,14768,"Sao Filipe, Cape Verde: Sao Filipe Airport",SFL,"Sao Filipe, Cape Verde: Sao Filipe Airport"
4356,14769,"Sanford, ME: Sanford Seacoast Regional",SFM,"Sanford, ME: Sanford Seacoast Regional"
4357,14770,"Santa Fe, Argentina: Sauce Viejo",SFN,"Santa Fe, Argentina: Sauce Viejo"
4358,14771,"San Francisco, CA: San Francisco International",SFO,"San Francisco, CA: San Francisco International"
4359,14772,"Surfers Paradise, Australia: Surfers Paradise Airport",SFP,"Surfers Paradise, Australia: Surfers Paradise Airport"
4360,14773,"Sanliurfa, Turkey: Sanliurfa Airport",SFQ,"Sanliurfa, Turkey: Sanliurfa Airport"
4361,14774,"Subic Bay, Philippines: Subic Bay International",SFS,"Subic Bay, Philippines: Subic Bay International"
4362,14775,"Skelleftea, Sweden: Skelleftea Airport",SFT,"Skelleftea, Sweden: Skelleftea Airport"
4363,14776,"Safia, Papua New Guinea: Safia Airport",SFU,"Safia, Papua New Guinea: Safia Airport"
4364,14777,"Santa Fe, Panama: Santa Fe Airport",SFW,"Santa Fe, Panama: Santa Fe Airport"
4365,14778,"Smithfield, RI: North Central State",SFZ,"Smithfield, RI: North Central State"
4366,14779,"Singaua, Papua New Guinea: Singaua Airport",SGB,"Singaua, Papua New Guinea: Singaua Airport"
4367,14780,"Surgut, Russia: Surgut Airport",SGC,"Surgut, Russia: Surgut Airport"
4368,14781,"Sonderborg, Denmark: Sonderborg Airport",SGD,"Sonderborg, Denmark: Sonderborg Airport"
4369,14782,"Siegen, Germany: Siegerland",SGE,"Siegen, Germany: Siegerland"
4370,14783,"Springfield, MO: Springfield-Branson National",SGF,"Springfield, MO: Springfield-Branson National"
4371,14784,"Simanggang, Malaysia: Simanggang Airport",SGG,"Simanggang, Malaysia: Simanggang Airport"
4372,14785,"Springfield, OH: Springfield-Beckley Municipal",SGH,"Springfield, OH: Springfield-Beckley Municipal"
4373,14786,"Sagarai, Papua New Guinea: Sagarai Airport",SGJ,"Sagarai, Papua New Guinea: Sagarai Airport"
4374,14788,"San Ignacio, Mexico: San Ignacio Airport",SGM,"San Ignacio, Mexico: San Ignacio Airport"
4375,14789,"Ho Chi Minh City, Vietnam: Tan Son Nhat International",SGN,"Ho Chi Minh City, Vietnam: Tan Son Nhat International"
4376,14790,"St. George, Australia: Saint George",SGO,"St. George, Australia: Saint George"
4377,14791,"Shay Gap, Australia: Shay Gap Airport",SGP,"Shay Gap, Australia: Shay Gap Airport"
4378,14792,"Sugar Land, TX: Sugar Land Regional",SGR,"Sugar Land, TX: Sugar Land Regional"
4379,14793,"Stuttgart, AR: Stuttgart Municipal Carl Humphrey Field",SGT,"Stuttgart, AR: Stuttgart Municipal Carl Humphrey Field"
4380,14794,"St. George, UT: St George Regional",SGU,"St. George, UT: St George Regional"
4381,14795,"Saginaw Bay, AK: Saginaw",SGW,"Saginaw Bay, AK: Saginaw"
4382,14796,"Songea, Tanzania: Songea Airport",SGX,"Songea, Tanzania: Songea Airport"
4383,14797,"Skagway, AK: Skagway Airport",SGY,"Skagway, AK: Skagway Airport"
4384,14798,"Singora, Thailand: Songkhla",SGZ,"Singora, Thailand: Songkhla"
4385,14799,"Shanghai, China: Hongqiao International",SHA,"Shanghai, China: Hongqiao International"
4386,14800,"Nakashibetsu, Japan: Nakashibetsu Airport",SHB,"Nakashibetsu, Japan: Nakashibetsu Airport"
4387,14802,"Staunton, VA: Shenandoah Valley Regional",SHD,"Staunton, VA: Shenandoah Valley Regional"
4388,14803,"Shenyang, China: Taoxian",SHE,"Shenyang, China: Taoxian"
4389,14804,"Shungnak, AK: Shungnak Airport",SHG,"Shungnak, AK: Shungnak Airport"
4390,14805,"Shishmaref, AK: Shishmaref Airport",SHH,"Shishmaref, AK: Shishmaref Airport"
4391,14806,"Shimojishima, Japan: Shimojishima Airport",SHI,"Shimojishima, Japan: Shimojishima Airport"
4392,14807,"Sharjah, United Arab Emirates: Sharjah International",SHJ,"Sharjah, United Arab Emirates: Sharjah International"
4393,14808,"Shillong, India: Barapani",SHL,"Shillong, India: Barapani"
4394,14809,"Nanki Shirahama, Japan: Nanki Shirahama Airport",SHM,"Nanki Shirahama, Japan: Nanki Shirahama Airport"
4395,14810,"Shelton, WA: Sanderson Field",SHN,"Shelton, WA: Sanderson Field"
4396,14811,"Sokcho, South Korea: G 407",SHO,"Sokcho, South Korea: G 407"
4397,14812,"Sheridan, WY: Sheridan County",SHR,"Sheridan, WY: Sheridan County"
4398,14813,"Smith Point, Australia: Smith Point Airport",SHU,"Smith Point, Australia: Smith Point Airport"
4399,14814,"Shreveport, LA: Shreveport Regional",SHV,"Shreveport, LA: Shreveport Regional"
4400,14815,"Sharurah, Saudi Arabia: Sharurah Airport",SHW,"Sharurah, Saudi Arabia: Sharurah Airport"
4401,14816,"Shageluk, AK: Shageluk Airport",SHX,"Shageluk, AK: Shageluk Airport"
4402,14817,"Xi'an, China: Xi'an Xiguan",SIA,"Xi'an, China: Xi'an Xiguan"
4403,14818,"Sal Island, Cape Verde: Amilcar Cabral International",SID,"Sal Island, Cape Verde: Amilcar Cabral International"
4404,14819,"San Juan, PR: Isla Grande",SIG,"San Juan, PR: Isla Grande"
4405,14820,"Silgadi Doti, Nepal: Silgadi Doti Airport",SIH,"Silgadi Doti, Nepal: Silgadi Doti Airport"
4406,14821,"Sidi Ifni, Morocco: Sidi Ifni Airport",SII,"Sidi Ifni, Morocco: Sidi Ifni Airport"
4407,14822,"Sikeston, MO: Sikeston Memorial Municipal",SIK,"Sikeston, MO: Sikeston Memorial Municipal"
4408,14823,"Simbai, Papua New Guinea: Simbai Airport",SIM,"Simbai, Papua New Guinea: Simbai Airport"
4409,14824,"Singapore, Singapore: Singapore Changi International",SIN,"Singapore, Singapore: Singapore Changi International"
4410,14825,"Smithton, Australia: Smithton Airport",SIO,"Smithton, Australia: Smithton Airport"
4411,14826,"Simferopol, Ukraine: Simferopol International",SIP,"Simferopol, Ukraine: Simferopol International"
4412,14827,"Sishen, South Africa: Sishen Airport",SIS,"Sishen, South Africa: Sishen Airport"
4413,14828,"Sitka, AK: Sitka Rocky Gutierrez",SIT,"Sitka, AK: Sitka Rocky Gutierrez"
4414,14829,"Siuna, Nicaragua: Siuna Airport",SIU,"Siuna, Nicaragua: Siuna Airport"
4415,14830,"Montague, CA: Siskiyou County",SIY,"Montague, CA: Siskiyou County"
4416,14831,"San Jose, CA: Norman Y. Mineta San Jose International",SJC,"San Jose, CA: Norman Y. Mineta San Jose International"
4417,14833,"St. John, VI: St. John Airport",SJF,"St. John, VI: St. John Airport"
4418,14834,"San Jose, Philippines: San Jose Airport",SJI,"San Jose, Philippines: San Jose Airport"
4419,14835,"Sarajevo, Bosnia and Herzegovina: Sarajevo Airport",SJJ,"Sarajevo, Bosnia and Herzegovina: Sarajevo Airport"
4420,14836,"Sao Jose Dos Campos, Brazil: Professor Urbano Ernesto Stumpf",SJK,"Sao Jose Dos Campos, Brazil: Professor Urbano Ernesto Stumpf"
4421,14837,"St. Johns, AZ: St. Johns Industrial Air Park",SJN,"St. Johns, AZ: St. Johns Industrial Air Park"
4422,14838,"San Jose, Costa Rica: Juan Santamaria International",SJO,"San Jose, Costa Rica: Juan Santamaria International"
4423,14840,"Sesheke, Zambia: Sesheke Airport",SJQ,"Sesheke, Zambia: Sesheke Airport"
4424,14841,"San Jose, Bolivia: San Jose de Chiquitos",SJS,"San Jose, Bolivia: San Jose de Chiquitos"
4425,14842,"San Angelo, TX: San Angelo Regional/Mathis Field",SJT,"San Angelo, TX: San Angelo Regional/Mathis Field"
4426,14843,"San Juan, PR: Luis Munoz Marin International",SJU,"San Juan, PR: Luis Munoz Marin International"
4427,14844,"San Javier, Bolivia: San Javier Airport",SJV,"San Javier, Bolivia: San Javier Airport"
4428,14845,"Shijiazhuang, China: Zhengding",SJW,"Shijiazhuang, China: Zhengding"
4429,14846,"Seinajoki, Finland: Seinajoki Airport",SJY,"Seinajoki, Finland: Seinajoki Airport"
4430,14847,"Sao Jorge Island, Portugal: Sao Jorge",SJZ,"Sao Jorge Island, Portugal: Sao Jorge"
4431,14848,"Spokane, WA: Fairchild AFB",SKA,"Spokane, WA: Fairchild AFB"
4432,14849,"St. Kitts, Saint Kitts and Nevis: Robert L Bradshaw International",SKB,"St. Kitts, Saint Kitts and Nevis: Robert L Bradshaw International"
4433,14850,"Suki, Papua New Guinea: Suki Airport",SKC,"Suki, Papua New Guinea: Suki Airport"
4434,14851,"Samarkand, Uzbekistan: Samarkand Airport",SKD,"Samarkand, Uzbekistan: Samarkand Airport"
4435,14852,"Skien, Norway: Geiteryggen",SKE,"Skien, Norway: Geiteryggen"
4436,14853,"San Antonio, TX: Kelly Field",SKF,"San Antonio, TX: Kelly Field"
4437,14854,"Thessaloniki, Greece: Makedonia",SKG,"Thessaloniki, Greece: Makedonia"
4438,14855,"Sitkinak, AK: Sitkinak CGS",SKJ,"Sitkinak, AK: Sitkinak CGS"
4439,14856,"Shaktoolik, AK: Shaktoolik Airport",SKK,"Shaktoolik, AK: Shaktoolik Airport"
4440,14857,"Isle of Skye, United Kingdom: Isle of Skye Airport",SKL,"Isle of Skye, United Kingdom: Isle of Skye Airport"
4441,14859,"Sokoto, Nigeria: Sokoto Airport",SKO,"Sokoto, Nigeria: Sokoto Airport"
4442,14861,"Skrydstrup, Denmark: Skrydstrup Airport",SKS,"Skrydstrup, Denmark: Skrydstrup Airport"
4443,14862,"Skiros, Greece: Skiros Airport",SKU,"Skiros, Greece: Skiros Airport"
4444,14863,"Skwentna, AK: Skwentna Airport",SKW,"Skwentna, AK: Skwentna Airport"
4445,14864,"Saransk, Russia: Saransk Airport",SKX,"Saransk, Russia: Saransk Airport"
4446,14865,"Sandusky, OH: Griffing Sandusky",SKY,"Sandusky, OH: Griffing Sandusky"
4447,14866,"Sukkur, Pakistan: Begum Nusrat Bhutto",SKZ,"Sukkur, Pakistan: Begum Nusrat Bhutto"
4448,14867,"Salta, Argentina: Salta Airport",SLA,"Salta, Argentina: Salta Airport"
4449,14868,"Storm Lake, IA: Storm Lake Municipal",SLB,"Storm Lake, IA: Storm Lake Municipal"
4450,14869,"Salt Lake City, UT: Salt Lake City International",SLC,"Salt Lake City, UT: Salt Lake City International"
4451,14871,"Salem, OR: McNary Field",SLE,"Salem, OR: McNary Field"
4452,14872,"Sola, Vanuatu: Sola Airport",SLH,"Sola, Vanuatu: Sola Airport"
4453,14873,"Solwezi, Zambia: Solwezi Airport",SLI,"Solwezi, Zambia: Solwezi Airport"
4454,14874,"Chandler, AZ: Stellar Airpark",SLJ,"Chandler, AZ: Stellar Airpark"
4455,14875,"Saranac Lake/Lake Placid, NY: Adirondack Regional",SLK,"Saranac Lake/Lake Placid, NY: Adirondack Regional"
4456,14876,"Salalah, Oman: Salalah Airport",SLL,"Salalah, Oman: Salalah Airport"
4457,14877,"Salina, KS: Salina Regional",SLN,"Salina, KS: Salina Regional"
4458,14878,"Salem, IL: Salem/Leckrone",SLO,"Salem, IL: Salem/Leckrone"
4459,14880,"Sleetmute, AK: Sleetmute Airport",SLQ,"Sleetmute, AK: Sleetmute Airport"
4460,14881,"Sulphur Springs, TX: Sulphur Springs Municipal",SLR,"Sulphur Springs, TX: Sulphur Springs Municipal"
4461,14882,"Silistra, Bulgaria: Silistra Polkovnik-Lambrinovo",SLS,"Silistra, Bulgaria: Silistra Polkovnik-Lambrinovo"
4462,14884,"St. Lucia, Saint Lucia: George F Charles",SLU,"St. Lucia, Saint Lucia: George F Charles"
4463,14885,"Shimla, India: Shimla Airport",SLV,"Shimla, India: Shimla Airport"
4464,14887,"Salt Cay, Turks and Caicos Islands: Salt Cay Airport",SLX,"Salt Cay, Turks and Caicos Islands: Salt Cay Airport"
4465,14888,"Sao Luiz, Brazil: Marechal Cunha Machado International",SLZ,"Sao Luiz, Brazil: Marechal Cunha Machado International"
4466,14889,"Santa Maria, Portugal: Santa Maria Airport",SMA,"Santa Maria, Portugal: Santa Maria Airport"
4467,14890,"Cerro El Sombrero, Chile: Franco Bianco",SMB,"Cerro El Sombrero, Chile: Franco Bianco"
4468,14891,"Santa Maria, Colombia: Santa Maria Airport",SMC,"Santa Maria, Colombia: Santa Maria Airport"
4469,14892,"Somerset, KY: Lake Cumberland Regional",SME,"Somerset, KY: Lake Cumberland Regional"
4470,14893,"Sacramento, CA: Sacramento International",SMF,"Sacramento, CA: Sacramento International"
4471,14894,"Samos, Greece: Samos Airport",SMI,"Samos, Greece: Samos Airport"
4472,14895,"St. Michael, AK: St. Michael Airport",SMK,"St. Michael, AK: St. Michael Airport"
4473,14896,"Stella Maris, The Bahamas: Estate Airstrip",SML,"Stella Maris, The Bahamas: Estate Airstrip"
4474,14897,"Salmon, ID: Lemhi County",SMN,"Salmon, ID: Lemhi County"
4475,14898,"Santa Monica, CA: Santa Monica Municipal",SMO,"Santa Monica, CA: Santa Monica Municipal"
4476,14899,"Somerville, NJ: Somerset",NJ3,"Somerville, NJ: Somerset"
4477,14900,"Santa Marta, Colombia: Simon Bolivar",SMR,"Santa Marta, Colombia: Simon Bolivar"
4478,14901,"St. Marie, Madagascar: Sainte Marie",SMS,"St. Marie, Madagascar: Sainte Marie"
4479,14902,"Stone Mountain, GA: Stone Mountain Airport",SMT,"Stone Mountain, GA: Stone Mountain Airport"
4480,14903,"Sheep Mountain, AK: Sheep Mountain Airport",SMU,"Sheep Mountain, AK: Sheep Mountain Airport"
4481,14904,"St. Moritz, Switzerland: Samedan",SMV,"St. Moritz, Switzerland: Samedan"
4482,14905,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field"
4483,14906,"Simenti, Senegal: Simenti Airport",SMY,"Simenti, Senegal: Simenti Airport"
4484,14907,"Stoelmanseiland, Suriname: Stoelmanseiland Airport",SMZ,"Stoelmanseiland, Suriname: Stoelmanseiland Airport"
4485,14908,"Santa Ana, CA: John Wayne Airport-Orange County",SNA,"Santa Ana, CA: John Wayne Airport-Orange County"
4486,14909,"Snake Bay, Australia: Snake Bay Airport",SNB,"Snake Bay, Australia: Snake Bay Airport"
4487,14910,"Salinas, Ecuador: General Ulpiano Paez",SNC,"Salinas, Ecuador: General Ulpiano Paez"
4488,14911,"Sao Nicolau, Cape Verde: Preguica",SNE,"Sao Nicolau, Cape Verde: Preguica"
4489,14912,"San Felipe, Venezuela: Sub Teniente Nestor Arias",SNF,"San Felipe, Venezuela: Sub Teniente Nestor Arias"
4490,14913,"San Ignacio de Velasco, Bolivia: Cap. Av. Juan Cochamanidis Saucedo",SNG,"San Ignacio de Velasco, Bolivia: Cap. Av. Juan Cochamanidis Saucedo"
4491,14914,"Greenville/Sinoe, Liberia: Greenville/Sinoe Airport",SNI,"Greenville/Sinoe, Liberia: Greenville/Sinoe Airport"
4492,14915,"Snyder, TX: Winston Field",SNK,"Snyder, TX: Winston Field"
4493,14916,"Shawnee, OK: Shawnee Regional",SNL,"Shawnee, OK: Shawnee Regional"
4494,14917,"San Ignacio de Moxos, Bolivia: San Ignacio de Moxos Airport",SNM,"San Ignacio de Moxos, Bolivia: San Ignacio de Moxos Airport"
4495,14918,"Shannon, Ireland: Shannon Airport",SNN,"Shannon, Ireland: Shannon Airport"
4496,14919,"St. Paul, AK: St. Paul Island",SNP,"St. Paul, AK: St. Paul Island"
4497,14920,"San Quintin, Mexico: San Quintin Southeast",SNQ,"San Quintin, Mexico: San Quintin Southeast"
4498,14921,"St. Nazaire, France: Saint Nazaire Montoir",SNR,"St. Nazaire, France: Saint Nazaire Montoir"
4499,14922,"Salinas/Monterey, CA: Salinas Municipal",SNS,"Salinas/Monterey, CA: Salinas Municipal"
4500,14923,"Las Cruces, Colombia: Las Cruces Airport",SNT,"Las Cruces, Colombia: Las Cruces Airport"
4501,14924,"Santa Clara, Cuba: Abel Santamaria International",SNU,"Santa Clara, Cuba: Abel Santamaria International"
4502,14925,"Santa Elena, Venezuela: Wonkin",SNV,"Santa Elena, Venezuela: Wonkin"
4503,14926,"Thandwe, Burma: Thandwe Airport",SNW,"Thandwe, Burma: Thandwe Airport"
4504,14927,"Sidney, NE: Sidney Municipal/Lloyd W. Carr Field",SNY,"Sidney, NE: Sidney Municipal/Lloyd W. Carr Field"
4505,14928,"Solo City, Indonesia: Adi Soemarmo International",SOC,"Solo City, Indonesia: Adi Soemarmo International"
4506,14929,"Sofia, Bulgaria: Sofia Airport",SOF,"Sofia, Bulgaria: Sofia Airport"
4507,14931,"South Molle Island, Australia: S Molle",SOI,"South Molle Island, Australia: S Molle"
4508,14932,"Sorkjosen, Norway: Sorkjosen Airport",SOJ,"Sorkjosen, Norway: Sorkjosen Airport"
4509,14933,"Semonkong, Lesotho: Semonkong Airport",SOK,"Semonkong, Lesotho: Semonkong Airport"
4510,14934,"Solomon, AK: Solomon State Field",SOL,"Solomon, AK: Solomon State Field"
4511,14936,"Espiritu Santo, Vanuatu: Espiritu",SON,"Espiritu Santo, Vanuatu: Espiritu"
4512,14938,"Pinehurst/Southern Pines, NC: Moore County",SOP,"Pinehurst/Southern Pines, NC: Moore County"
4513,14939,"Sorong, Indonesia: Sorong Airport",SOQ,"Sorong, Indonesia: Sorong Airport"
4514,14941,"Southampton, United Kingdom: Southampton Airport",SOU,"Southampton, United Kingdom: Southampton Airport"
4515,14942,"Seldovia, AK: Seldovia Airport",SOV,"Seldovia, AK: Seldovia Airport"
4516,14943,"Show Low, AZ: Show Low Regional",SOW,"Show Low, AZ: Show Low Regional"
4517,14945,"Charlotte Amalie, VI: Charlotte Amalie Harbor Seaplane Base",SPB,"Charlotte Amalie, VI: Charlotte Amalie Harbor Seaplane Base"
4518,14946,"Santa Cruz de la Palma, Spain: La Palma",SPC,"Santa Cruz de la Palma, Spain: La Palma"
4519,14947,"Saidpur, Bangladesh: Saidpur Airport",SPD,"Saidpur, Bangladesh: Saidpur Airport"
4520,14948,"Sepulot, Malaysia: Sepulot Airport",SPE,"Sepulot, Malaysia: Sepulot Airport"
4521,14949,"Spearfish, SD: Black Hills Clyde Ice Field",SPF,"Spearfish, SD: Black Hills Clyde Ice Field"
4522,14950,"Tampa, FL: Albert Whitted",SPG,"Tampa, FL: Albert Whitted"
4523,14951,"Sopu, Papua New Guinea: Sopu Airport",SPH,"Sopu, Papua New Guinea: Sopu Airport"
4524,14952,"Springfield, IL: Abraham Lincoln Capital",SPI,"Springfield, IL: Abraham Lincoln Capital"
4525,14953,"Sapporo, Japan: Chitose AB",SPK,"Sapporo, Japan: Chitose AB"
4526,14954,"Spangdahlem, Germany: Spangdahlem AB",SPM,"Spangdahlem, Germany: Spangdahlem AB"
4527,14955,"Saipan, TT: Francisco C. Ada Saipan International",SPN,"Saipan, TT: Francisco C. Ada Saipan International"
4528,14957,"Menongue, Angola: Menongue Airport",SPP,"Menongue, Angola: Menongue Airport"
4529,14958,"San Pedro, CA: Catalina Air-Sea Terminal Heliport",SPQ,"San Pedro, CA: Catalina Air-Sea Terminal Heliport"
4530,14959,"San Pedro, Belize: San Pedro Airport",SPR,"San Pedro, Belize: San Pedro Airport"
4531,14960,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal"
4532,14961,"Split, Croatia: Split Airport",SPU,"Split, Croatia: Split Airport"
4533,14962,"Spencer, IA: Spencer Municipal",SPW,"Spencer, IA: Spencer Municipal"
4534,14963,"San Pedro, Cote d'Ivoire: San Pedro Airport",SPY,"San Pedro, Cote d'Ivoire: San Pedro Airport"
4535,14964,"Springdale, AR: Springdale Municipal",SPZ,"Springdale, AR: Springdale Municipal"
4536,14966,"Sterling/Rockfalls, IL: Whiteside County-Jos H. Bittorf Field",SQI,"Sterling/Rockfalls, IL: Whiteside County-Jos H. Bittorf Field"
4537,14967,"San Carlos, CA: San Carlos Airport",SQL,"San Carlos, CA: San Carlos Airport"
4538,14968,"Sanana, Indonesia: Emalamo",SQN,"Sanana, Indonesia: Emalamo"
4539,14969,"Storuman, Sweden: Storuman Airport",SQO,"Storuman, Sweden: Storuman Airport"
4540,14970,"Siauliai, Lithuania: Siauliai International",SQQ,"Siauliai, Lithuania: Siauliai International"
4541,14971,"Soroako, Indonesia: Soroako Airport",SQR,"Soroako, Indonesia: Soroako Airport"
4542,14972,"Sequim, WA: Sequim Valley",SQV,"Sequim, WA: Sequim Valley"
4543,14974,"Santa Rosa, Bolivia: Santa Rosa Airport",SRB,"Santa Rosa, Bolivia: Santa Rosa Airport"
4544,14975,"Searcy, AR: Searcy Municipal",SRC,"Searcy, AR: Searcy Municipal"
4545,14976,"Sucre, Bolivia: Juana Azurduy de Padilla",SRE,"Sucre, Bolivia: Juana Azurduy de Padilla"
4546,14977,"Novato, CA: Hamilton AFB",SRF,"Novato, CA: Hamilton AFB"
4547,14979,"Sarh, Chad: Sarh Airport",SRH,"Sarh, Chad: Sarh Airport"
4548,14980,"Samarinda, Indonesia: Samarinda Airport",SRI,"Samarinda, Indonesia: Samarinda Airport"
4549,14981,"San Borja, Bolivia: Capitan German Quiroga Guardia",SRJ,"San Borja, Bolivia: Capitan German Quiroga Guardia"
4550,14982,"Santa Rosalia, Mexico: San Lucas",SRL,"Santa Rosalia, Mexico: San Lucas"
4551,14983,"Strahan, Australia: Strahan Airport",SRN,"Strahan, Australia: Strahan Airport"
4552,14984,"Santana Ramos, Colombia: Santana Ramos Airport",SRO,"Santana Ramos, Colombia: Santana Ramos Airport"
4553,14985,"Stord, Norway: Stord Airport",SRP,"Stord, Norway: Stord Airport"
4554,14986,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
4555,14987,"Stony River, AK: Stony River Airport",SRV,"Stony River, AK: Stony River Airport"
4556,14988,"Salisbury, NC: Mid Carolina Regional",SRW,"Salisbury, NC: Mid Carolina Regional"
4557,14989,"Sert, Libya: Sirte International",SRX,"Sert, Libya: Sirte International"
4558,14990,"Santa Cruz, Bolivia: El Trompillo",SRZ,"Santa Cruz, Bolivia: El Trompillo"
4559,14991,"Salvador, Brazil: Deputado Luis Eduardo Magalhaes International",SSA,"Salvador, Brazil: Deputado Luis Eduardo Magalhaes International"
4560,14992,"Christiansted, VI: Christiansted Harbor Seaplane Base",SSB,"Christiansted, VI: Christiansted Harbor Seaplane Base"
4561,14993,"Sumter, SC: Shaw AFB",SSC,"Sumter, SC: Shaw AFB"
4562,14994,"Malabo, Equatorial Guinea: Malabo Airport",SSG,"Malabo, Equatorial Guinea: Malabo Airport"
4563,14995,"Sharm El Sheikh, Egypt: Sharm El Sheikh International",SSH,"Sharm El Sheikh, Egypt: Sharm El Sheikh International"
4564,14998,"Santa Rosalia, Colombia: Santa Rosalia Airport",SSL,"Santa Rosalia, Colombia: Santa Rosalia Airport"
4565,14999,"Sault Ste. Marie, MI: Sault Ste. Marie Metropolitan Area",SSM,"Sault Ste. Marie, MI: Sault Ste. Marie Metropolitan Area"
4566,15000,"Seoul, South Korea: Seoul AB",SSN,"Seoul, South Korea: Seoul AB"
4567,15001,"Siassi, Papua New Guinea: Siassi Airport",SSS,"Siassi, Papua New Guinea: Siassi Airport"
4568,15002,"Santa Teresita, Argentina: Santa Teresita Airport",SST,"Santa Teresita, Argentina: Santa Teresita Airport"
4569,15003,"Stuart Island, WA: Stuart Island Airpark",SSW,"Stuart Island, WA: Stuart Island Airpark"
4570,15004,"Samsun, Turkey: Samsun Airport",SSX,"Samsun, Turkey: Samsun Airport"
4571,15005,"Mbanza Congo, Angola: Mbanza Congo Airport",SSY,"Mbanza Congo, Angola: Mbanza Congo Airport"
4572,15006,"Stauning, Denmark: Stauning Airport",STA,"Stauning, Denmark: Stauning Airport"
4573,15007,"Santa Barbara, Venezuela: Santa Barbara Airport",STB,"Santa Barbara, Venezuela: Santa Barbara Airport"
4574,15008,"St. Cloud, MN: St. Cloud Regional",STC,"St. Cloud, MN: St. Cloud Regional"
4575,15009,"Santo Domingo, Venezuela: Mayor Guerrero Vivas",STD,"Santo Domingo, Venezuela: Mayor Guerrero Vivas"
4576,15010,"Stevens Point, WI: Stevens Point Municipal",STE,"Stevens Point, WI: Stevens Point Municipal"
4577,15011,"Starkville, MS: George M. Bryan",STF,"Starkville, MS: George M. Bryan"
4578,15012,"St. George Island, AK: St. George Island Airport",STG,"St. George Island, AK: St. George Island Airport"
4579,15013,"Santiago, Dominican Republic: Cibao International",STI,"Santiago, Dominican Republic: Cibao International"
4580,15014,"St. Joseph, MO: Rosecrans Memorial",STJ,"St. Joseph, MO: Rosecrans Memorial"
4581,15015,"Sterling, CO: Sterling Municipal",STK,"Sterling, CO: Sterling Municipal"
4582,15016,"St. Louis, MO: St Louis Lambert International",STL,"St. Louis, MO: St Louis Lambert International"
4583,15017,"Santarem, Brazil: Eduardo Gomes",STM,"Santarem, Brazil: Eduardo Gomes"
4584,15018,"London, United Kingdom: London Stansted",STN,"London, United Kingdom: London Stansted"
4585,15019,"Stockholm, Sweden: Stockholm Metropolitan Area",STO,"Stockholm, Sweden: Stockholm Metropolitan Area"
4586,15020,"Minneapolis/St. Paul, MN: St. Paul Downtown Holman Field",STP,"Minneapolis/St. Paul, MN: St. Paul Downtown Holman Field"
4587,15021,"St. Marys, PA: St. Marys Municipal",STQ,"St. Marys, PA: St. Marys Municipal"
4588,15022,"Stuttgart, Germany: Stuttgart Airport",STR,"Stuttgart, Germany: Stuttgart Airport"
4589,15023,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County"
4590,15024,"Charlotte Amalie, VI: Cyril E King",STT,"Charlotte Amalie, VI: Cyril E King"
4591,15026,"Stavropol, Russia: Shpakovskoye",STW,"Stavropol, Russia: Shpakovskoye"
4592,15027,"Christiansted, VI: Henry E. Rohlsen",STX,"Christiansted, VI: Henry E. Rohlsen"
4593,15028,"Salto, Uruguay: Nueva Hesperides International",STY,"Salto, Uruguay: Nueva Hesperides International"
4594,15029,"Santa Terezinha, Brazil: Santa Terezinha Airport",STZ,"Santa Terezinha, Brazil: Santa Terezinha Airport"
4595,15030,"Stuart, FL: Witham Field",SUA,"Stuart, FL: Witham Field"
4596,15031,"Surabaya, Indonesia: Juanda",SUB,"Surabaya, Indonesia: Juanda"
4597,15032,"Sundance, WY: Schloredt",SUC,"Sundance, WY: Schloredt"
4598,15033,"Sturgeon Bay, WI: Door County Cherryland",SUE,"Sturgeon Bay, WI: Door County Cherryland"
4599,15034,"Lamezia Terme, Italy: Lamezia Terme Airport",SUF,"Lamezia Terme, Italy: Lamezia Terme Airport"
4600,15035,"Surigao, Philippines: Surigao Airport",SUG,"Surigao, Philippines: Surigao Airport"
4601,15036,"Sukhumi, Georgia: Babusheri",SUI,"Sukhumi, Georgia: Babusheri"
4602,15037,"Satu Mare, Romania: Satu Mare Airport",SUJ,"Satu Mare, Romania: Satu Mare Airport"
4603,15039,"Sui, Pakistan: Sui Airport",SUL,"Sui, Pakistan: Sui Airport"
