,Code_x,Description,Code_y,City: Airport
0,10001,"Afognak Lake, AK: Afognak Lake Airport",01A,"Afognak Lake, AK: Afognak Lake Airport"
1,10003,"Granite Mountain, AK: Bear Creek Mining Strip",03A,"Granite Mountain, AK: Bear Creek Mining Strip"
2,10004,"Lik, AK: Lik Mining Camp",04A,"Lik, AK: Lik Mining Camp"
3,10005,"Little Squaw, AK: Little Squaw Airport",05A,"Little Squaw, AK: Little Squaw Airport"
4,10006,"Kizhuyak, AK: Kizhuyak Bay",06A,"Kizhuyak, AK: Kizhuyak Bay"
5,10007,"Klawock, AK: Klawock Seaplane Base",07A,"Klawock, AK: Klawock Seaplane Base"
6,10008,"Elizabeth Island, AK: Elizabeth Island Airport",08A,"Elizabeth Island, AK: Elizabeth Island Airport"
7,10009,"Homer, AK: Augustin Island",09A,"Homer, AK: Augustin Island"
8,10010,"Hudson, NY: Columbia County",1B1,"Hudson, NY: Columbia County"
9,10011,"Peach Springs, AZ: Grand Canyon West",1G4,"Peach Springs, AZ: Grand Canyon West"
10,10011,"Peach Springs, AZ: Grand Canyon West",DQR,"Peach Springs, AZ: Grand Canyon West"
11,11398,"Peach Springs, AZ: Grand Canyon West",1G4,"Peach Springs, AZ: Grand Canyon West"
12,11398,"Peach Springs, AZ: Grand Canyon West",DQR,"Peach Springs, AZ: Grand Canyon West"
13,10012,"Blairstown, NJ: Blairstown Airport",1N7,"Blairstown, NJ: Blairstown Airport"
14,10013,"Crosbyton, TX: Crosbyton Municipal",8F3,"Crosbyton, TX: Crosbyton Municipal"
15,10014,"Fairbanks/Ft. Wainwright, AK: Blair Lake",A01,"Fairbanks/Ft. Wainwright, AK: Blair Lake"
16,10015,"Deadmans Bay, AK: Deadmans Bay Airport",A02,"Deadmans Bay, AK: Deadmans Bay Airport"
17,10016,"Hallo Bay, AK: Hallo Bay Airport",A03,"Hallo Bay, AK: Hallo Bay Airport"
18,10017,"Red Lake, AK: Red Lake Airport",A04,"Red Lake, AK: Red Lake Airport"
19,10018,"Shell Lake, AK: Shell Lake Airport",A05,"Shell Lake, AK: Shell Lake Airport"
20,10019,"Kougarok, AK: Navigator Airstrip",A06,"Kougarok, AK: Navigator Airstrip"
21,10020,"Selawik, AK: Roland Norton Memorial",A07,"Selawik, AK: Roland Norton Memorial"
22,10021,"Pillar Bay, AK: Pillar Bay Airport",A08,"Pillar Bay, AK: Pillar Bay Airport"
23,10022,"Johnstone Point, AK: Johnstone Point Airport",A09,"Johnstone Point, AK: Johnstone Point Airport"
24,10023,"Tikchik Lodge, AK: Tikchik Lodge Airport",KTH,"Tikchik Lodge, AK: Tikchik Lodge Airport"
25,10023,"Tikchik Lodge, AK: Tikchik Lodge Airport",TLK,"Tikchik Lodge, AK: Tikchik Lodge Airport"
26,10024,"Bell Creek, AK: Bell Creek Airport",A11,"Bell Creek, AK: Bell Creek Airport"
27,10025,"Cinnabar, AK: Cinnabar Airport",A12,"Cinnabar, AK: Cinnabar Airport"
28,10026,"Mountaintop Mine, AK: Mountaintop Mine Airport",A13,"Mountaintop Mine, AK: Mountaintop Mine Airport"
29,10027,"Whitebear, AK: Whitebear Airport",A14,"Whitebear, AK: Whitebear Airport"
30,10028,"Puviaq, AK: Puviaq Airport",A15,"Puviaq, AK: Puviaq Airport"
31,10029,"Arley Lake, AK: Arley Lake Airport",A16,"Arley Lake, AK: Arley Lake Airport"
32,10030,"Port Vita, AK: Port Vita Airport",A17,"Port Vita, AK: Port Vita Airport"
33,10031,"Kantishna, AK: Kantishna Airport",A18,"Kantishna, AK: Kantishna Airport"
34,10033,"Alpine, AK: Alpine Airstrip",A20,"Alpine, AK: Alpine Airstrip"
35,10033,"Alpine, AK: Alpine Airstrip",DQH,"Alpine, AK: Alpine Airstrip"
36,11388,"Alpine, AK: Alpine Airstrip",A20,"Alpine, AK: Alpine Airstrip"
37,11388,"Alpine, AK: Alpine Airstrip",DQH,"Alpine, AK: Alpine Airstrip"
38,10034,"Serpentine, AK: Serpentine Airport",A21,"Serpentine, AK: Serpentine Airport"
39,10035,"Driftwood Bay, AK: Driftwood Bay Airport",A22,"Driftwood Bay, AK: Driftwood Bay Airport"
40,10036,"Bradley Lake, AK: Bradley Lake Airport",A23,"Bradley Lake, AK: Bradley Lake Airport"
41,10037,"Chilkat Lake, AK: Chilkat Lake Airport",A24,"Chilkat Lake, AK: Chilkat Lake Airport"
42,10038,"Nugget Creek, AK: Nugget Creek Airport",A25,"Nugget Creek, AK: Nugget Creek Airport"
43,10039,"Ivotuk, AK: Ivotuk Airstrip",A26,"Ivotuk, AK: Ivotuk Airstrip"
44,10040,"Pogo Mines, AK: Pogo Mines Airport",A27,"Pogo Mines, AK: Pogo Mines Airport"
45,10041,"Ayakulik River, AK: Ayakulik River Airport",A28,"Ayakulik River, AK: Ayakulik River Airport"
46,10042,"Kiluda Bay, AK: Kiluda Bay Airport",A29,"Kiluda Bay, AK: Kiluda Bay Airport"
47,10043,"Terror Lake, AK: Terror Lake Airport",A30,"Terror Lake, AK: Terror Lake Airport"
48,10044,"Selief Bay, AK: Selief Bay Airport",A31,"Selief Bay, AK: Selief Bay Airport"
49,10047,"Laura Lake, AK: Laura Lake Airport",A34,"Laura Lake, AK: Laura Lake Airport"
50,10049,"Deep Bay, AK: Deep Bay Airport",A36,"Deep Bay, AK: Deep Bay Airport"
51,10050,"Kako, AK: Kako Airport",A37,"Kako, AK: Kako Airport"
52,10051,"Molly Creek, AK: Molly Creek Airport",A38,"Molly Creek, AK: Molly Creek Airport"
53,10052,"Ptarmigan Lake, AK: Ptarmigan Lake Airport",A39,"Ptarmigan Lake, AK: Ptarmigan Lake Airport"
54,10053,"Cape Simpson, AK: Cape Simpson Airport",A40,"Cape Simpson, AK: Cape Simpson Airport"
55,10054,"Kogru River, AK: Kogru River Airport",A41,"Kogru River, AK: Kogru River Airport"
56,10055,"Teshepkuk Lake, AK: Teshepkuk Lake Airport",A42,"Teshepkuk Lake, AK: Teshepkuk Lake Airport"
57,10056,"Kodiak Island, AK: Trident Basin Seaplane Base",A43,"Kodiak Island, AK: Trident Basin Seaplane Base"
58,10058,"Lake Florence, AK: Lake Florence Airport",A45,"Lake Florence, AK: Lake Florence Airport"
59,10059,"Lake Hasselborg, AK: Lake Hasselborg Airport",A46,"Lake Hasselborg, AK: Lake Hasselborg Airport"
60,10060,"Distin Lake, AK: Distin Lake Airport",A47,"Distin Lake, AK: Distin Lake Airport"
61,10061,"Port Hobron, AK: Port Hobron Airport",A48,"Port Hobron, AK: Port Hobron Airport"
62,10062,"Mooseville Airstrip, AK: Mooseville Airstrip Airport",A49,"Mooseville Airstrip, AK: Mooseville Airstrip Airport"
63,10063,"Big Bay, AK: Big Bay Airport",A50,"Big Bay, AK: Big Bay Airport"
64,10064,"Wien Lake, AK: Wien Lake Airport",A51,"Wien Lake, AK: Wien Lake Airport"
65,10065,"Silver Salmon Creek, AK: Silver Salmon Creek Airport",A52,"Silver Salmon Creek, AK: Silver Salmon Creek Airport"
66,10066,"Blear Lake, AK: Blear Lake Airport",A53,"Blear Lake, AK: Blear Lake Airport"
67,10067,"Cannery Bay, AK: Cannery Bay Airport",A54,"Cannery Bay, AK: Cannery Bay Airport"
68,10069,"Bear Lake, AK: Johnsons Landing",A56,"Bear Lake, AK: Johnsons Landing"
69,10070,"International Seafoods, AK: International Seafoods Airport",A57,"International Seafoods, AK: International Seafoods Airport"
70,10070,"International Seafoods, AK: International Seafoods Airport",VZK,"International Seafoods, AK: International Seafoods Airport"
71,10071,"Cosna River, AK: Cosna River Airport",A58,"Cosna River, AK: Cosna River Airport"
72,10072,"Ivatuk, AK: Ivatuk Airport",A59,"Ivatuk, AK: Ivatuk Airport"
73,10074,"Cape Sarichef, AK: Cape Sarichef Airport",A61,"Cape Sarichef, AK: Cape Sarichef Airport"
74,10075,"Taylor Mountain Mine, AK: Taylor Mountain",A62,"Taylor Mountain Mine, AK: Taylor Mountain"
75,10076,"Yukon Charley Rivvers, AK: Coal Creek",A63,"Yukon Charley Rivvers, AK: Coal Creek"
76,10078,"Karluk Portage, AK: Karluk Portage Airport",A65,"Karluk Portage, AK: Karluk Portage Airport"
77,10079,"Hope, AK: Hope Airport",A66,"Hope, AK: Hope Airport"
78,10080,"Viekoda Bay, AK: Viekoda Bay Airport",A67,"Viekoda Bay, AK: Viekoda Bay Airport"
79,10082,"Cold Bay, AK: Cathedral Strip",A69,"Cold Bay, AK: Cathedral Strip"
80,10083,"Village Islands, AK: Village Islands Airport",A70,"Village Islands, AK: Village Islands Airport"
81,10084,"Homer, AK: Bear Cove Farm",A71,"Homer, AK: Bear Cove Farm"
82,10085,"Chinitna Bay, AK: Chinitna Bay Airport",A72,"Chinitna Bay, AK: Chinitna Bay Airport"
83,10086,"McKinley Park, AK: McKinley National Park",A73,"McKinley Park, AK: McKinley National Park"
84,10087,"Nanwalek, AK: Dog Fish Bay",A74,"Nanwalek, AK: Dog Fish Bay"
85,10088,"Malina Bay, AK: Malina Bay Airport",A75,"Malina Bay, AK: Malina Bay Airport"
86,10089,"Red Fox Bay, AK: Red Fox Bay Airport",A76,"Red Fox Bay, AK: Red Fox Bay Airport"
87,10090,"Shearwater, AK: Shearwater Airport",A77,"Shearwater, AK: Shearwater Airport"
88,10091,"Cape Simpson, AK: Lake",A78,"Cape Simpson, AK: Lake"
89,10092,"Cape Simpson, AK: Cape Simpson No. 1",A79,"Cape Simpson, AK: Cape Simpson No. 1"
90,10093,"Cape Simpson, AK: Cape Simpson No. 7",A80,"Cape Simpson, AK: Cape Simpson No. 7"
91,10094,"Aglaq, AK: Cape Simpson #1",A81,"Aglaq, AK: Cape Simpson #1"
92,10095,"Nikiski, AK: Nikiski Private Airstrip",A82,"Nikiski, AK: Nikiski Private Airstrip"
93,10096,"Petrof Point, AK: Petrof Point Airport",A83,"Petrof Point, AK: Petrof Point Airport"
94,10097,"Denali, AK: Denali West Lodge Private",A84,"Denali, AK: Denali West Lodge Private"
95,10098,"Big River, AK: Big River Airport",A85,"Big River, AK: Big River Airport"
96,10100,"Carry Inlet, AK: Carry Inlet Airport",A87,"Carry Inlet, AK: Carry Inlet Airport"
97,10102,"Montague Island, AK: Montague Island Airport",A89,"Montague Island, AK: Montague Island Airport"
98,10103,"Shannon Pond, AK: Shannon Pond Airport",A90,"Shannon Pond, AK: Shannon Pond Airport"
99,10104,"Omalik Lagoon, AK: Omalik Lagoon Airport",A91,"Omalik Lagoon, AK: Omalik Lagoon Airport"
100,10105,"Omolik Lagoon, AK: Omolik Lagoon Airport",A92,"Omolik Lagoon, AK: Omolik Lagoon Airport"
101,10106,"Bradley Lake Project, AK: Bradley Lake Project Airport",A93,"Bradley Lake Project, AK: Bradley Lake Project Airport"
102,10107,"Barrow, AK: Ice Strip",A94,"Barrow, AK: Ice Strip"
103,10107,"Barrow, AK: Ice Strip",A95,"Barrow, AK: Ice Strip"
104,10107,"Barrow, AK: Ice Strip",A96,"Barrow, AK: Ice Strip"
105,10108,"Barrow, AK: Ice Strip",A94,"Barrow, AK: Ice Strip"
106,10108,"Barrow, AK: Ice Strip",A95,"Barrow, AK: Ice Strip"
107,10108,"Barrow, AK: Ice Strip",A96,"Barrow, AK: Ice Strip"
108,10109,"Barrow, AK: Ice Strip",A94,"Barrow, AK: Ice Strip"
109,10109,"Barrow, AK: Ice Strip",A95,"Barrow, AK: Ice Strip"
110,10109,"Barrow, AK: Ice Strip",A96,"Barrow, AK: Ice Strip"
111,10110,"Akulik, AK: Akulik Air Strip",A97,"Akulik, AK: Akulik Air Strip"
112,10111,"Deadfall, AK: Deadfall Air Strip",A98,"Deadfall, AK: Deadfall Air Strip"
113,10112,"Eagle Creek, AK: Eagle Creek Airport",A99,"Eagle Creek, AK: Eagle Creek Airport"
114,10113,"Bethel, AK: Ice Kong",AA1,"Bethel, AK: Ice Kong"
115,10116,"Kachemak Bay, AK: Glacier Split",AA4,"Kachemak Bay, AK: Glacier Split"
116,10117,"Selby Lake, AK: Selby Lake Airport",AA5,"Selby Lake, AK: Selby Lake Airport"
117,10118,"Anaa, French Polynesia: Anaa Airport",AAA,"Anaa, French Polynesia: Anaa Airport"
118,10119,"Arrabury, Australia: Arrabury Station",AAB,"Arrabury, Australia: Arrabury Station"
119,10120,"El Arish, Egypt: El Arish International",AAC,"El Arish, Egypt: El Arish International"
120,10121,"Annaba, Algeria: Rabah Bitat",AAE,"Annaba, Algeria: Rabah Bitat"
121,10122,"Apalachicola, FL: Apalachicola Regional Cleve Randolph Field",AAF,"Apalachicola, FL: Apalachicola Regional Cleve Randolph Field"
122,10123,"Aachen, Germany: Aachen Merzbrueck",AAH,"Aachen, Germany: Aachen Merzbrueck"
123,10124,"Arraias, Brazil: Arraias Airport",AAI,"Arraias, Brazil: Arraias Airport"
124,10125,"Aalborg, Denmark: Aalborg Airport",AAL,"Aalborg, Denmark: Aalborg Airport"
125,10126,"Mala Mala, South Africa: Malamala",AAM,"Mala Mala, South Africa: Malamala"
126,10127,"Al Ain, United Arab Emirates: Al Ain International",AAN,"Al Ain, United Arab Emirates: Al Ain International"
127,10128,"Anaco, Venezuela: Anaco Airport",AAO,"Anaco, Venezuela: Anaco Airport"
128,10129,"Anapa, Russia: Vityazevo",AAQ,"Anapa, Russia: Vityazevo"
129,10130,"Aarhus, Denmark: Aarhus Airport",AAR,"Aarhus, Denmark: Aarhus Airport"
130,10131,"Asau, Samoa: Asau W Sam",AAU,"Asau, Samoa: Asau W Sam"
131,10134,"Abadan, Iran: Abadan Airport",ABD,"Abadan, Iran: Abadan Airport"
132,10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
133,10136,"Abilene, TX: Abilene Regional",ABI,"Abilene, TX: Abilene Regional"
134,10137,"Abidjan, Cote d'Ivoire: Felix Houphouet Boigny Abidjan International",ABJ,"Abidjan, Cote d'Ivoire: Felix Houphouet Boigny Abidjan International"
135,10138,"Kabri Dar, Ethiopia: Kebri Dahar",ABK,"Kabri Dar, Ethiopia: Kebri Dahar"
136,10139,"Ambler, AK: Ambler River",ABL,"Ambler, AK: Ambler River"
137,10140,"Albuquerque, NM: Albuquerque International Sunport",ABQ,"Albuquerque, NM: Albuquerque International Sunport"
138,10141,"Aberdeen, SD: Aberdeen Regional",ABR,"Aberdeen, SD: Aberdeen Regional"
139,10142,"Abu Simbel, Egypt: Abu Simbel Airport",ABS,"Abu Simbel, Egypt: Abu Simbel Airport"
140,10143,"Al-Baha, Saudi Arabia: King Saud Bin Abdulaziz",ABT,"Al-Baha, Saudi Arabia: King Saud Bin Abdulaziz"
141,10144,"Abuja, Nigeria: Nnamdi Azikiwe International",ABV,"Abuja, Nigeria: Nnamdi Azikiwe International"
142,10145,"Albury, Australia: Albury Airport",ABX,"Albury, Australia: Albury Airport"
143,10146,"Albany, GA: Southwest Georgia Regional",ABY,"Albany, GA: Southwest Georgia Regional"
144,10147,"Aberdeen, United Kingdom: Aberdeen Dyce",ABZ,"Aberdeen, United Kingdom: Aberdeen Dyce"
145,10149,"Bellaire, MI: Antrim County",ACB,"Bellaire, MI: Antrim County"
146,10151,"Arrecife, Spain: Lanzarote",ACE,"Arrecife, Spain: Lanzarote"
147,10152,"Altenrhein, Switzerland: St Gallen Altenrhein",ACH,"Altenrhein, Switzerland: St Gallen Altenrhein"
148,10153,"Alderney, United Kingdom: Alderney Airport",ACI,"Alderney, United Kingdom: Alderney Airport"
149,10154,"Nantucket, MA: Nantucket Memorial",ACK,"Nantucket, MA: Nantucket Memorial"
150,10155,"Waco, TX: Waco Regional",ACT,"Waco, TX: Waco Regional"
151,10156,"Achutupo, Panama: Achutupo Airport",ACU,"Achutupo, Panama: Achutupo Airport"
152,10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County"
153,10158,"Atlantic City, NJ: Atlantic City International",ACY,"Atlantic City, NJ: Atlantic City International"
154,10159,"Adana, Turkey: Adana International",ADA,"Adana, Turkey: Adana International"
155,10160,"Izmir, Turkey: Adnan Menderes",ADB,"Izmir, Turkey: Adnan Menderes"
156,10161,"Andakombe, Papua New Guinea: Andakombe Airport",ADC,"Andakombe, Papua New Guinea: Andakombe Airport"
157,10162,"Addis Ababa, Ethiopia: Bole International",ADD,"Addis Ababa, Ethiopia: Bole International"
158,10163,"Aden, Yemen: Aden International",ADE,"Aden, Yemen: Aden International"
159,10164,"Amman, Jordan: Marka International",ADJ,"Amman, Jordan: Marka International"
160,10165,"Adak Island, AK: Adak",ADK,"Adak Island, AK: Adak"
161,10166,"Adelaide, Australia: Adelaide International",ADL,"Adelaide, Australia: Adelaide International"
162,10167,"Ardmore, OK: Ardmore Municipal",ADM,"Ardmore, OK: Ardmore Municipal"
163,10168,"Andes, Colombia: Andes Airport",ADN,"Andes, Colombia: Andes Airport"
164,10169,"Andamooka, Australia: Andamooka Airport",ADO,"Andamooka, Australia: Andamooka Airport"
165,10170,"Kodiak, AK: Kodiak Airport",ADQ,"Kodiak, AK: Kodiak Airport"
166,10171,"Dallas, TX: Addison",ADS,"Dallas, TX: Addison"
167,10172,"Camp Springs, MD: Joint Base Andrews",ADW,"Camp Springs, MD: Joint Base Andrews"
168,10172,"Camp Springs, MD: Joint Base Andrews",NSF,"Camp Springs, MD: Joint Base Andrews"
169,13748,"Camp Springs, MD: Joint Base Andrews",ADW,"Camp Springs, MD: Joint Base Andrews"
170,13748,"Camp Springs, MD: Joint Base Andrews",NSF,"Camp Springs, MD: Joint Base Andrews"
171,10173,"St Andrews, United Kingdom: RAF Leuchars",ADX,"St Andrews, United Kingdom: RAF Leuchars"
172,10174,"San Andres Island, Colombia: Gustavo Rojas Pinilla",ADZ,"San Andres Island, Colombia: Gustavo Rojas Pinilla"
173,10175,"Al Dhafra, United Arab Emirates: Al Dhafra Air Base",DHF,"Al Dhafra, United Arab Emirates: Al Dhafra Air Base"
174,10176,"Aleneva, AK: Aleneva Airport",AED,"Aleneva, AK: Aleneva Airport"
175,10177,"Padang Sidempuan, Indonesia: Aek Godang",AEG,"Padang Sidempuan, Indonesia: Aek Godang"
176,10178,"Abeche, Chad: Abeche Airport",AEH,"Abeche, Chad: Abeche Airport"
177,10180,"Aioun El Atrouss, Mauritania: Aioun El Atrouss Airport",AEO,"Aioun El Atrouss, Mauritania: Aioun El Atrouss Airport"
178,10181,"Buenos Aires, Argentina: Aeroparque Jorge Newbery",AEP,"Buenos Aires, Argentina: Aeroparque Jorge Newbery"
179,10182,"Adler/Sochi, Russia: Adler/Sochi Airport",AER,"Adler/Sochi, Russia: Adler/Sochi Airport"
180,10184,"Allakaket, AK: Allakaket Airport",AET,"Allakaket, AK: Allakaket Airport"
181,10185,"Alexandria, LA: Alexandria International",AEX,"Alexandria, LA: Alexandria International"
182,10186,"Akureyri, Iceland: Akureyri Airport",AEY,"Akureyri, Iceland: Akureyri Airport"
183,10188,"San Rafael, Argentina: San Rafael Airport",AFA,"San Rafael, Argentina: San Rafael Airport"
184,10189,"Colorado Springs, CO: USAF Academy Airfield",AFF,"Colorado Springs, CO: USAF Academy Airfield"
185,10190,"Nebraska, NE: Nebraska City Municipal",AFK,"Nebraska, NE: Nebraska City Municipal"
186,10191,"Afton, WY: Afton Municipal",AFO,"Afton, WY: Afton Municipal"
187,10192,"Wadesboro, NC: Anson County Jeff Cloud Field",AFP,"Wadesboro, NC: Anson County Jeff Cloud Field"
188,10195,"Afyon, Turkey: Afyon Airport",AFY,"Afyon, Turkey: Afyon Airport"
189,10196,"Agadir, Morocco: Inezgane",AGA,"Agadir, Morocco: Inezgane"
190,10197,"Augsburg, Germany: Augsburg Airport",AGB,"Augsburg, Germany: Augsburg Airport"
191,10198,"Pittsburgh, PA: Allegheny County",AGC,"Pittsburgh, PA: Allegheny County"
192,10199,"Agen, France: Agen La Garenne",AGF,"Agen, France: Agen La Garenne"
193,10200,"Angoram, Papua New Guinea: Angoram Airport",AGG,"Angoram, Papua New Guinea: Angoram Airport"
194,10201,"Angelholm/Helsingborg, Sweden: Angelholm",AGH,"Angelholm/Helsingborg, Sweden: Angelholm"
195,10202,"Kagua, Papua New Guinea: Kagua Airport",AGK,"Kagua, Papua New Guinea: Kagua Airport"
196,10203,"Wanigela, Papua New Guinea: Wanigela Airport",AGL,"Wanigela, Papua New Guinea: Wanigela Airport"
197,10204,"Angoon, AK: Angoon Seaplane Base",AGN,"Angoon, AK: Angoon Seaplane Base"
198,10205,"Malaga, Spain: Malaga Airport",AGP,"Malaga, Spain: Malaga Airport"
199,10206,"Agrinion, Greece: Agrinion Airport",AGQ,"Agrinion, Greece: Agrinion Airport"
200,10207,"Agra, India: Agra Airport",AGR,"Agra, India: Agra Airport"
201,10208,"Augusta, GA: Augusta Regional at Bush Field",AGS,"Augusta, GA: Augusta Regional at Bush Field"
202,10209,"Ciudad del Este, Paraguay: Guarani International",AGT,"Ciudad del Este, Paraguay: Guarani International"
203,10211,"Acarigua, Venezuela: Oswaldo Guevara Mujica",AGV,"Acarigua, Venezuela: Oswaldo Guevara Mujica"
204,10212,"Agatti Island, India: Agatti Island Airport",AGX,"Agatti Island, India: Agatti Island Airport"
205,10213,"Okinawa, Japan: Naha AB",AHA,"Okinawa, Japan: Naha AB"
206,10214,"Abha, Saudi Arabia: Abha Airport",AHB,"Abha, Saudi Arabia: Abha Airport"
207,10215,"Ardmore, OK: Ardmore Downtown Executive",AHD,"Ardmore, OK: Ardmore Downtown Executive"
208,10216,"Athens, GA: Athens/Ben Epps",AHN,"Athens, GA: Athens/Ben Epps"
209,10217,"Alghero/Sassari, Italy: Alghero",AHO,"Alghero/Sassari, Italy: Alghero"
210,10218,"Ahuas, Honduras: Auas",AHS,"Ahuas, Honduras: Auas"
211,10219,"Amchitka Island, AK: Amchitka",AHT,"Amchitka Island, AK: Amchitka"
212,10220,"Al Hoceima, Morocco: Cherif El Idrissi International",AHU,"Al Hoceima, Morocco: Cherif El Idrissi International"
213,10221,"Alliance, NE: Alliance Municipal",AIA,"Alliance, NE: Alliance Municipal"
214,10222,"Anita Bay, AK: Anita Bay Airport",AIB,"Anita Bay, AK: Anita Bay Airport"
215,10223,"Anderson, IN: Anderson Municipal-Darlington Field",AID,"Anderson, IN: Anderson Municipal-Darlington Field"
216,10225,"Wainwright, AK: Wainwright Airport",AIN,"Wainwright, AK: Wainwright Airport"
217,10226,"Aitutaki, Cook Islands: Aitutaki Airport",AIT,"Aitutaki, Cook Islands: Aitutaki Airport"
218,10227,"Atlantic City, NJ: Bader Field",AIY,"Atlantic City, NJ: Bader Field"
219,10228,"Lake of the Ozarks, MO: Lee C Fine Memorial",AIZ,"Lake of the Ozarks, MO: Lee C Fine Memorial"
220,10229,"Ajaccio, France: Ajaccio Napoleon Bonaparte",AJA,"Ajaccio, France: Ajaccio Napoleon Bonaparte"
221,10230,"Jouf, Saudi Arabia: Al Jouf",AJF,"Jouf, Saudi Arabia: Al Jouf"
222,10231,"Akjoujt, Mauritania: Akjoujt Airport",AJJ,"Akjoujt, Mauritania: Akjoujt Airport"
223,10232,"Aizwal, India: Lengpui",AJL,"Aizwal, India: Lengpui"
224,10233,"Anjouan, Comoros: Ouani",AJN,"Anjouan, Comoros: Ouani"
225,10234,"Arvidsjaur, Sweden: Arvidsjaur Airport",AJR,"Arvidsjaur, Sweden: Arvidsjaur Airport"
226,10236,"Agades, Niger: Mano Dayak",AJY,"Agades, Niger: Mano Dayak"
227,10237,"Atka, AK: Atka Airport",AKB,"Atka, AK: Atka Airport"
228,10238,"Akron, OH: Akron Fulton International",AKC,"Akron, OH: Akron Fulton International"
229,10239,"Kufrah, Libya: Kufra",AKF,"Kufrah, Libya: Kufra"
230,10241,"Akiak, AK: Akiak Airport",AKI,"Akiak, AK: Akiak Airport"
231,10242,"Asahikawa, Japan: Asahikawa Airport",AKJ,"Asahikawa, Japan: Asahikawa Airport"
232,10243,"Akhiok, AK: Akhiok Airport",AKK,"Akhiok, AK: Akhiok Airport"
233,10244,"Auckland, New Zealand: Auckland International",AKL,"Auckland, New Zealand: Auckland International"
234,10245,"King Salmon, AK: King Salmon Airport",AKN,"King Salmon, AK: King Salmon Airport"
235,10246,"Akron, CO: Colorado Plains Regional",AKO,"Akron, CO: Colorado Plains Regional"
236,10247,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport",AKP,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport"
237,10248,"Akure, Nigeria: Akure Airport",AKR,"Akure, Nigeria: Akure Airport"
238,10249,"Auki, Solomon Islands: Auki Airport",AKS,"Auki, Solomon Islands: Auki Airport"
239,10250,"Akrotiri, Cyprus: Akrotiri Airport",AKT,"Akrotiri, Cyprus: Akrotiri Airport"
240,10251,"Aktyubinsk, Kazakhstan: Aktyubinsk Airport",AKX,"Aktyubinsk, Kazakhstan: Aktyubinsk Airport"
241,10252,"Sittwe, Burma: Sittwe Airport",AKY,"Sittwe, Burma: Sittwe Airport"
242,10253,"Albertville, AL: Albertville Regional-Thomas J Brumlik Field",AL1,"Albertville, AL: Albertville Regional-Thomas J Brumlik Field"
243,10254,"Alabaster, AL: Shelby County",AL2,"Alabaster, AL: Shelby County"
244,10256,"Almaty, Kazakhstan: Almaty Airport",ALA,"Almaty, Kazakhstan: Almaty Airport"
245,10257,"Albany, NY: Albany International",ALB,"Albany, NY: Albany International"
246,10259,"Alpine, TX: Alpine Casparis Municipal",ALE,"Alpine, TX: Alpine Casparis Municipal"
247,10260,"Alta, Norway: Alta Airport",ALF,"Alta, Norway: Alta Airport"
248,10261,"Algiers, Algeria: Houari Boumediene",ALG,"Algiers, Algeria: Houari Boumediene"
249,10262,"Albany, Australia: Albany Airport",ALH,"Albany, Australia: Albany Airport"
250,10263,"Alice, TX: Alice International",ALI,"Alice, TX: Alice International"
251,10264,"Alexander Bay, South Africa: Alexander Bay Airport",ALJ,"Alexander Bay, South Africa: Alexander Bay Airport"
252,10265,"Asela, Ethiopia: Asela Airport",ALK,"Asela, Ethiopia: Asela Airport"
253,10266,"Alamogordo, NM: Alamogordo White Sands Regional",ALM,"Alamogordo, NM: Alamogordo White Sands Regional"
254,10267,"Alton, IL: St. Louis Regional",ALN,"Alton, IL: St. Louis Regional"
255,10268,"Waterloo, IA: Waterloo Regional",ALO,"Waterloo, IA: Waterloo Regional"
256,10269,"Aleppo, Syria: Aleppo International",ALP,"Aleppo, Syria: Aleppo International"
257,10270,"Alegrete, Brazil: Alegrete Airport",ALQ,"Alegrete, Brazil: Alegrete Airport"
258,10271,"Alexandra, New Zealand: Alexandra Airport",ALR,"Alexandra, New Zealand: Alexandra Airport"
259,10272,"Alamosa, CO: San Luis Valley Regional/Bergman Field",ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field"
260,10273,"Alenquer, Brazil: Alenquer Airport",ALT,"Alenquer, Brazil: Alenquer Airport"
261,10274,"Alula, Somalia: Alula Airport",ALU,"Alula, Somalia: Alula Airport"
262,10275,"Walla Walla, WA: Walla Walla Regional",ALW,"Walla Walla, WA: Walla Walla Regional"
263,10276,"Alexander City, AL: Thomas C. Russell Field",ALX,"Alexander City, AL: Thomas C. Russell Field"
264,10277,"Alexandria, Egypt: Alexandria International",ALY,"Alexandria, Egypt: Alexandria International"
265,10278,"Lazy Bay, AK: Alitak Seaplane Base",ALZ,"Lazy Bay, AK: Alitak Seaplane Base"
266,10279,"Amarillo, TX: Rick Husband Amarillo International",AMA,"Amarillo, TX: Rick Husband Amarillo International"
267,10281,"Ama, Papua New Guinea: Ama Airport",AMF,"Ama, Papua New Guinea: Ama Airport"
268,10282,"Amboin, Papua New Guinea: Amboin Airport",AMG,"Amboin, Papua New Guinea: Amboin Airport"
