index,FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
1154511,2008-08-01,CMH,LGA,MQ,N706RG,4863,540,536,715,701,545,654,0,0,0,0,0,False,False,Z
1154512,2008-08-01,LGA,IAH,CO,N11641,633,550,556,825,830,616,825,0,0,0,0,0,False,False,Z
1154513,2008-08-01,FNT,LGA,9E,89309E,3753,600,555,759,739,608,726,0,0,0,0,0,False,False,Z
1154514,2008-08-01,LGA,ORD,AA,N456AA,301,600,556,720,706,611,657,0,0,0,0,0,False,False,Z
1154515,2008-08-01,ORD,LGA,AA,N548AA,398,600,650,905,949,704,946,0,44,0,0,0,False,False,Z
1154516,2008-08-01,STL,LGA,AA,N422AA,2028,600,558,925,915,609,909,0,0,0,0,0,False,False,Z
1154517,2008-08-01,LGA,MIA,AA,N3DBAA,2185,600,556,850,848,614,840,0,0,0,0,0,False,False,Z
1154518,2008-08-01,LGA,ATL,DL,N376DA,19,600,559,824,825,628,814,0,0,0,0,0,False,False,Z
1154519,2008-08-01,BOS,LGA,DL,N915DE,1905,600,558,707,706,621,703,0,0,0,0,0,False,False,Z
1154520,2008-08-01,LGA,BOS,DL,N914DE,1906,600,604,702,701,623,654,0,0,0,0,0,False,False,Z
1154521,2008-08-01,RIC,LGA,OH,N796CA,5268,600,815,715,947,832,921,135,0,17,0,0,False,False,Z
1154522,2008-08-01,GSP,LGA,OH,N989CA,5355,600,600,800,805,616,755,0,0,0,0,0,False,False,Z
1154523,2008-08-01,LEX,LGA,OH,N957CA,5359,600,600,759,805,612,759,0,0,0,0,0,False,False,Z
1154524,2008-08-01,CHS,LGA,OH,N805CA,5376,600,600,804,750,611,745,0,0,0,0,0,False,False,Z
1154525,2008-08-01,GSO,LGA,OH,N597SW,5555,600,820,743,1025,845,1002,140,0,22,0,0,False,False,Z
1154526,2008-08-01,TYS,LGA,OH,N784CA,5720,600,600,810,842,616,830,0,0,32,0,0,False,False,Z
1154527,2008-08-01,LGA,DEN,UA,N568UA,399,600,555,800,750,606,744,0,0,0,0,0,False,False,Z
1154528,2008-08-01,LGA,ORD,UA,N819UA,667,600,553,719,720,612,704,0,0,0,0,0,False,False,Z
1154529,2008-08-01,BOS,LGA,US,N765US,2115,600,557,710,659,608,650,0,0,0,0,0,False,False,Z
1154530,2008-08-01,DCA,LGA,US,N768US,2158,600,550,704,647,601,641,0,0,0,0,0,False,False,Z
1154531,2008-08-01,LGA,BOS,US,N770UW,2114,600,553,704,659,601,632,0,0,0,0,0,False,False,Z
1154532,2008-08-01,LGA,DCA,US,N746UW,2161,600,557,708,654,608,652,0,0,0,0,0,False,False,Z
1154533,2008-08-01,LGA,RDU,MQ,N809AE,4724,600,551,730,723,611,719,0,0,0,0,0,False,False,Z
1154534,2008-08-01,RDU,LGA,MQ,N824AE,4751,600,554,735,717,607,711,0,0,0,0,0,False,False,Z
