index,FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
358416,2005-05-28,SAV,LGA,OH,N977CA,5599,530,530,740,716,540,710,0,0,0,0,0,False,False,Z
358417,2005-05-28,BGR,LGA,MQ,N725AE,4867,531,527,659,644,537,638,0,0,0,0,0,False,False,Z
358418,2005-05-28,PWM,LGA,OH,N486CA,5542,540,530,700,653,538,630,0,0,0,0,0,False,False,Z
358419,2005-05-28,CHS,LGA,OH,N409CA,5376,540,540,731,718,550,710,0,0,0,0,0,False,False,Z
358420,2005-05-28,MHT,LGA,OH,N477CA,5320,550,540,703,651,549,631,0,0,0,0,0,False,False,Z
358421,2005-05-28,TYS,LGA,OH,N975CA,4943,550,550,750,730,601,720,0,0,0,0,0,False,False,Z
358422,2005-05-28,LGA,ORD,AA,N405AA,301,600,556,719,703,605,653,0,0,0,0,0,False,False,Z
358423,2005-05-28,LGA,ORD,UA,N553UA,667,600,555,714,700,608,657,0,0,0,0,0,False,False,Z
358424,2005-05-28,LGA,CVG,DL,N3752,343,600,606,807,811,617,806,0,0,0,0,0,False,False,Z
358425,2005-05-28,LGA,ATL,DL,N626DL,750,600,602,819,827,612,817,0,0,0,0,0,False,False,Z
358426,2005-05-28,LGA,ATL,FL,N240AT,369,600,559,829,813,607,804,0,0,0,0,0,False,False,Z
358427,2005-05-28,CLE,LGA,MQ,N719AE,4886,600,600,730,725,617,719,0,0,0,0,0,False,False,Z
358428,2005-05-28,CLT,LGA,MQ,N727AE,4892,600,600,748,737,614,730,0,0,0,0,0,False,False,Z
358429,2005-05-28,LGA,MDW,TZ,N308TZ,4219,600,552,712,656,602,650,0,0,0,0,0,False,False,Z
358430,2005-05-28,LGA,DFW,AA,N3CXAA,701,605,600,848,842,610,830,0,0,0,0,0,False,False,Z
358431,2005-05-28,LGA,MIA,AA,N5FMAA,1089,605,558,854,846,613,838,0,0,0,0,0,False,False,Z
358432,2005-05-28,LGA,FLL,B6,N503JB,371,605,559,900,847,616,845,0,0,0,0,0,False,False,Z
358433,2005-05-28,LGA,DTW,NW,N530US,211,605,604,756,755,618,746,0,0,0,0,0,False,False,Z
358434,2005-05-28,DTW,LGA,MQ,N723AE,4877,610,617,747,747,635,742,0,0,0,0,0,False,False,Z
358435,2005-05-28,MDW,LGA,TZ,N314TZ,4224,610,603,905,840,610,837,0,0,0,0,0,False,False,Z
358436,2005-05-28,LGA,PIT,US,N119UW,1453,615,611,737,720,620,715,0,0,0,0,0,False,False,Z
358437,2005-05-28,LGA,MSP,NW,N364NW,1509,620,618,814,759,632,753,0,0,0,0,0,False,False,Z
358438,2005-05-28,RDU,LGA,OH,N471CA,5498,625,620,804,735,627,725,0,0,0,0,0,False,False,Z
358439,2005-05-28,JAX,LGA,OH,N805CA,5423,625,625,844,846,638,821,0,0,0,0,0,False,False,Z
358440,2005-05-28,LGA,RDU,MQ,N618AE,4724,629,629,801,752,641,749,0,0,0,0,0,False,False,Z
